city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_160,0.8,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5000-9999,Pvt Ltd,1,17,<NA>
city_67,0.751,Male,No relevent experience,no_enrollment,High School,,2,,,1,71,0
city_160,0.881,Male,Has relevent experience,no_enrollment,Graduate,Humanities,15,1000-4999,Funded Startup,>4,12,0
city_160,0.901,,Has relevent experience,no_enrollment,Graduate,STEM,5,,,1,14,0
city_114,0.714,Male,No relevent experience,no_enrollment,High School,,2,,,never,58,0
city_94,0.641,,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Early Stage Startup,1,22,<NA>
city_116,0.921,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,Funded Startup,4,108,0
city_103,0.916,Male,Has relevent experience,no_enrollment,Graduate,Arts,2,1000-4999,Early Stage Startup,>4,111,0
city_103,0.868,,Has relevent experience,Full time course,Masters,,3,,,>4,11,<NA>
city_65,0.692,,No relevent experience,Full time course,Graduate,,11,500-999,,3,9,1
city_100,0.927,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,10,<NA>
city_21,0.922,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,4,62,0
city_11,0.916,Male,No relevent experience,no_enrollment,Masters,STEM,17,,Funded Startup,2,27,0
city_53,0.927,Male,Has relevent experience,no_enrollment,Phd,STEM,3,<10,Funded Startup,1,76,0
city_136,0.718,Male,Has relevent experience,no_enrollment,,,10,,,4,47,0
city_158,0.872,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,,1,23,<NA>
city_103,0.935,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Public Sector,>4,1,<NA>
city_103,0.615,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,>4,164,0
city_16,0.929,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,>4,28,0
city_103,0.948,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Funded Startup,2,143,0
city_103,0.923,Male,No relevent experience,no_enrollment,High School,,4,,,,12,0
city_73,0.857,Other,No relevent experience,Full time course,,STEM,2,,,never,21,0
city_71,0.878,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,Funded Startup,>4,77,<NA>
city_103,0.896,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,,,>4,30,0
