,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_23,month_4,day_2,season_1,223,10,18,44,205.917,93,0,education_1,son_2,1,0,pet_0,81,170,31,2
1,reason_19,month_5,day_2,season_4,243,12,17,36,302.479,90,1,education_1,son_1,1,0,pet_1,70,175,27,3
2,reason_22,month_11,day_2,season_3,126,29,11,46,214.187,90,0,education_1,son_0,0,0,pet_0,87,175,29,0
3,reason_12,month_5,day_3,season_1,172,52,15,34,205.917,81,0,education_1,son_1,1,0,pet_2,84,171,26,3
4,reason_10,month_11,day_3,season_3,220,19,1,30,237.477,90,0,education_1,son_2,1,0,pet_0,76,173,22,11
5,reason_10,month_12,day_3,season_3,227,25,9,37,236.106,96,0,education_1,son_2,0,0,pet_1,80,172,26,5
6,reason_27,month_2,day_4,season_4,164,42,2,37,343.273,93,0,education_1,son_0,0,1,pet_1,75,174,22,3
7,reason_23,month_2,day_5,season_2,368,16,16,36,275.075,92,0,education_1,son_1,0,0,pet_4,95,173,30,8
8,reason_11,month_7,day_2,season_3,236,14,13,36,296.658,96,0,education_1,son_2,0,1,pet_2,83,174,24,8
9,reason_0,month_12,day_4,season_1,168,52,16,37,265.652,94,0,education_2,son_0,0,0,pet_0,66,172,24,5
10,reason_28,month_1,day_5,season_1,232,19,13,37,271.745,96,0,education_1,son_1,1,0,pet_4,108,172,32,4
11,reason_10,month_2,day_6,season_3,165,25,1,34,249.871,96,0,education_1,son_3,0,1,pet_0,82,172,22,49
12,reason_28,month_10,day_4,season_2,118,52,8,44,205.917,92,0,education_1,son_0,1,0,pet_0,88,166,29,7
13,reason_16,month_8,day_6,season_4,132,28,8,32,348.043,99,0,education_2,son_1,0,0,pet_0,88,172,23,20
14,reason_25,month_2,day_2,season_1,242,20,7,28,296.071,91,0,education_1,son_1,0,0,pet_0,107,174,31,10
15,reason_23,month_5,day_6,season_1,185,22,11,35,236.583,81,1,education_3,son_0,1,1,pet_4,90,173,22,25
16,reason_27,month_2,day_5,season_3,228,31,9,38,290.856,81,0,education_1,son_1,0,0,pet_0,89,175,31,19
17,reason_28,month_5,day_4,season_1,125,12,12,37,207.067,93,0,education_1,son_2,0,0,pet_1,95,171,33,5
18,reason_14,month_9,day_2,season_3,214,31,11,35,256.763,93,0,education_1,son_2,1,1,pet_0,91,174,19,2
19,reason_21,month_12,day_4,season_3,201,14,7,44,330.698,93,0,education_1,son_3,1,0,pet_1,69,175,30,2
20,reason_25,month_11,day_2,season_2,235,15,11,37,227.227,90,0,education_1,son_4,0,0,pet_0,86,178,29,10
21,reason_19,month_5,day_3,season_1,220,19,17,28,242.628,93,0,education_1,son_2,1,0,pet_0,83,174,28,11
22,reason_26,month_7,day_4,season_3,186,50,19,39,208.385,92,0,education_2,son_0,0,0,pet_0,67,175,23,40
23,reason_11,month_11,day_3,season_4,189,14,14,35,265.588,86,0,education_1,son_1,0,0,pet_0,88,175,23,3
24,reason_21,month_2,day_2,season_1,236,19,17,29,206.924,97,0,education_1,son_1,0,0,pet_0,92,171,32,25
25,reason_1,month_4,day_6,season_2,223,50,8,45,230.436,94,0,education_1,son_1,0,0,pet_0,81,175,22,5
26,reason_26,month_8,day_6,season_2,178,43,16,39,255.853,94,1,education_2,son_1,0,0,pet_2,87,173,23,1
27,reason_22,month_11,day_3,season_4,267,24,8,36,205.917,90,0,education_1,son_2,1,0,pet_0,87,174,30,11
28,reason_12,month_10,day_6,season_2,183,8,16,28,310.115,94,0,education_1,son_0,0,0,pet_2,83,174,31,42
29,reason_23,month_2,day_2,season_3,186,43,11,34,214.478,91,0,education_1,son_1,1,0,pet_1,73,174,29,13
30,reason_23,month_11,day_3,season_3,156,15,15,31,283.438,99,0,education_2,son_2,1,0,pet_0,108,187,22,0
31,reason_1,month_6,day_3,season_2,189,13,16,37,272.354,83,0,education_1,son_1,0,0,pet_0,93,178,27,37
32,reason_27,month_3,day_2,season_2,139,52,11,38,250.085,95,0,education_1,son_1,1,1,pet_2,81,171,25,9
33,reason_28,month_12,day_2,season_1,304,18,13,37,250.84,84,0,education_1,son_2,1,0,pet_0,86,173,26,4
34,reason_27,month_3,day_3,season_4,283,52,2,27,205.917,94,0,education_1,son_2,1,0,pet_0,88,179,24,28
35,reason_28,month_4,day_4,season_4,118,30,19,32,304.365,95,0,education_1,son_1,1,1,pet_0,89,172,22,5
36,reason_22,month_3,day_2,season_2,118,27,16,37,280.075,96,1,education_1,son_0,1,0,pet_2,86,175,19,2
37,reason_28,month_11,day_3,season_1,148,21,1,39,228.129,96,0,education_1,son_4,1,0,pet_0,82,169,25,5
38,reason_11,month_7,day_3,season_3,118,20,10,32,288.531,93,0,education_1,son_3,0,0,pet_5,79,175,20,1
39,reason_14,month_8,day_6,season_3,214,7,19,55,208.39,81,0,education_1,son_1,1,0,pet_2,89,175,27,0
40,reason_10,month_6,day_4,season_2,303,14,11,27,251.518,96,1,education_1,son_1,1,1,pet_4,58,175,38,4
41,reason_18,month_1,day_5,season_4,172,47,13,37,287.462,97,0,education_1,son_0,0,0,pet_0,80,174,36,1
42,reason_23,month_5,day_2,season_4,243,25,16,37,288.2,91,0,education_1,son_4,1,0,pet_0,84,170,24,8
43,reason_28,month_3,day_3,season_3,153,14,7,51,255.461,94,0,education_1,son_0,0,0,pet_0,88,172,25,1
44,reason_7,month_6,day_2,season_2,240,12,9,27,303.282,98,0,education_1,son_1,0,0,pet_0,87,171,29,3
45,reason_23,month_3,day_2,season_2,272,48,20,37,230.801,99,0,education_3,son_4,0,0,pet_0,88,174,27,10
46,reason_22,month_3,day_2,season_4,174,26,8,32,311.429,96,0,education_2,son_1,0,0,pet_2,106,174,30,8
47,reason_23,month_4,day_6,season_4,321,31,12,27,299.665,95,1,education_1,son_0,1,0,pet_1,82,182,24,25
48,reason_18,month_2,day_5,season_2,288,52,16,37,211.141,93,0,education_1,son_0,0,0,pet_0,91,175,25,4
49,reason_26,month_7,day_5,season_3,256,15,11,30,303.649,95,1,education_3,son_2,0,0,pet_0,108,170,31,3
50,reason_28,month_5,day_5,season_4,198,31,14,34,244.765,97,0,education_1,son_0,0,0,pet_4,90,175,25,6
51,reason_26,month_5,day_3,season_1,135,27,19,36,270.347,92,0,education_1,son_4,1,0,pet_4,59,183,25,12
52,reason_18,month_12,day_5,season_2,118,19,9,43,234.093,91,0,education_1,son_1,1,0,pet_0,89,173,34,20
53,reason_18,month_4,day_3,season_3,316,28,17,43,340.141,92,0,education_4,son_0,1,0,pet_0,84,171,24,1
54,reason_23,month_3,day_5,season_2,217,29,18,28,208.001,92,1,education_1,son_2,1,0,pet_5,89,173,28,5
55,reason_19,month_2,day_2,season_4,221,41,19,32,287.619,100,0,education_1,son_0,0,0,pet_2,71,171,26,6
56,reason_23,month_12,day_3,season_1,190,29,11,36,205.917,97,0,education_1,son_0,0,0,pet_1,91,176,25,1
57,reason_0,month_9,day_4,season_1,250,52,5,38,321.682,91,0,education_1,son_0,1,0,pet_0,90,174,31,3
58,reason_28,month_11,day_6,season_1,118,27,18,29,248.064,84,0,education_1,son_3,1,0,pet_0,92,174,25,2
59,reason_22,month_4,day_6,season_4,133,24,7,32,229.637,93,0,education_1,son_0,1,0,pet_2,104,177,27,0
60,reason_0,month_8,day_6,season_4,173,23,18,41,205.917,92,0,education_1,son_0,1,0,pet_1,91,175,19,34
61,reason_7,month_7,day_6,season_1,163,27,19,27,254.176,96,0,education_3,son_0,1,0,pet_0,84,173,24,3
62,reason_13,month_9,day_2,season_4,187,43,10,29,243.854,90,0,education_1,son_0,1,0,pet_4,89,184,26,0
63,reason_18,month_2,day_5,season_3,229,50,5,30,261.001,100,1,education_2,son_0,0,0,pet_0,83,176,25,1
64,reason_23,month_5,day_3,season_1,122,30,8,35,219.054,94,0,education_1,son_1,1,0,pet_0,92,176,24,6
65,reason_19,month_10,day_2,season_2,265,44,10,30,211.752,99,0,education_1,son_2,1,0,pet_0,79,168,29,2
66,reason_23,month_8,day_4,season_3,157,24,2,40,344.259,98,0,education_1,son_1,0,0,pet_1,104,171,22,28
67,reason_23,month_9,day_2,season_1,214,24,20,30,323.643,98,0,education_1,son_0,1,0,pet_0,84,168,24,3
68,reason_0,month_7,day_3,season_4,189,28,11,28,233.891,91,0,education_3,son_0,1,0,pet_0,93,172,32,4
69,reason_23,month_8,day_2,season_1,122,26,17,42,253.886,96,0,education_1,son_1,1,0,pet_0,97,177,32,6
70,reason_28,month_12,day_2,season_3,236,25,11,27,207.323,96,0,education_1,son_1,1,0,pet_0,89,173,30,40
71,reason_0,month_11,day_3,season_3,332,30,17,44,303.361,95,0,education_2,son_4,1,0,pet_0,94,173,24,1
72,reason_23,month_3,day_3,season_4,213,12,10,28,241.62,96,0,education_1,son_1,0,0,pet_0,81,172,24,2
