city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_103,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,12,5000-9999,Public Sector,>4,26,1
city_114,0.935,Male,No relevent experience,Full time course,High School,,2,,,never,79,0
city_114,0.912,,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,>4,13,1
city_160,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,56,0
city_11,0.91,,No relevent experience,Full time course,High School,,5,,,never,1,1
city_116,0.62,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,>4,8,1
city_103,0.905,,Has relevent experience,Part time course,Graduate,STEM,7,100-500,Pvt Ltd,4,30,<NA>
city_146,0.841,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,55,0
city_152,0.67,,Has relevent experience,Part time course,Graduate,STEM,>20,,Pvt Ltd,>4,1,1
city_103,0.615,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,2,82,0
city_103,0.911,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,47,1
city_103,0.912,,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,4,92,0
city_11,0.603,,No relevent experience,Full time course,Graduate,STEM,3,,,,70,1
city_114,0.916,,Has relevent experience,Part time course,Graduate,No Major,9,500-999,Funded Startup,1,82,<NA>
city_103,0.644,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,>4,20,0
city_103,0.818,,Has relevent experience,no_enrollment,Graduate,Arts,6,10/49,,1,57,0
city_103,0.925,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,100-500,NGO,1,106,1
city_103,0.811,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,10,0
city_103,0.912,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,7,1
city_16,0.732,,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,1,17,<NA>
city_123,0.917,,No relevent experience,Full time course,High School,,2,,,never,21,0
city_103,0.919,Other,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,2,46,0
city_103,0.905,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,1,18,1
city_103,0.901,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,68,1
city_16,0.613,,No relevent experience,Full time course,Graduate,,6,,,never,112,0
city_160,0.781,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,1,268,0
city_103,0.914,Male,Has relevent experience,no_enrollment,,STEM,6,<10,Pvt Ltd,1,78,0
city_160,0.888,,Has relevent experience,Part time course,Graduate,STEM,9,1000-4999,Pvt Ltd,1,8,1
city_21,0.91,Male,Has relevent experience,no_enrollment,Graduate,No Major,9,100-500,Early Stage Startup,,142,1
city_107,0.679,Male,Has relevent experience,no_enrollment,Masters,STEM,2,500-999,Pvt Ltd,2,41,0
city_138,0.831,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,173,1
city_102,0.912,,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Public Sector,1,7,0
city_61,0.786,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,2,37,1
city_136,0.457,,No relevent experience,no_enrollment,,,10,,,1,124,0
city_114,0.617,,Has relevent experience,no_enrollment,Phd,Business Degree,4,100-500,Pvt Ltd,2,2,1
city_103,0.917,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,,4,251,1
city_103,0.735,Male,No relevent experience,Full time course,High School,,18,,,never,53,0
city_21,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,2,5,<NA>
city_143,0.912,Other,No relevent experience,no_enrollment,Graduate,,4,,,never,45,0
city_103,0.918,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1,12,1
city_103,0.918,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,1,336,0
city_115,0.933,Male,No relevent experience,no_enrollment,High School,,<1,,,never,128,0
