Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,30,No,Travel_Rarely,438,Research & Development,2,3,Human Resources,1,4,Female,78,2,2,Manufacturing Director,1,Married,5429,23987,0,Y,No,14,3,2,80,1,11,1,3,10,8,1,9
1,37,No,Travel_Rarely,576,Human Resources,1,5,Human Resources,1,3,Male,73,3,2,Sales Executive,4,Divorced,6530,8615,0,Y,No,22,4,3,80,1,14,2,2,12,8,4,4
2,34,No,Travel_Rarely,1112,Sales,7,5,Marketing,1,3,Female,75,3,1,Sales Executive,4,Single,3513,15071,1,Y,Yes,12,3,3,80,0,5,3,3,6,5,1,2
3,50,Yes,Travel_Rarely,684,Research & Development,1,4,Human Resources,1,3,Female,87,3,2,Manufacturing Director,1,Married,6068,13630,0,Y,Yes,12,3,3,80,0,11,2,2,8,7,0,7
4,30,Yes,Travel_Frequently,885,Research & Development,5,5,Human Resources,1,1,Male,50,1,1,Sales Executive,3,Divorced,2717,20288,1,Y,No,16,3,4,80,1,4,2,4,4,2,1,2
5,37,No,Travel_Rarely,624,Research & Development,7,5,Human Resources,1,3,Female,80,2,1,Manager,4,Married,13740,8895,1,Y,No,14,3,4,80,1,16,5,1,15,10,5,8
6,39,No,Travel_Rarely,538,Human Resources,14,5,Human Resources,1,2,Male,79,2,3,Sales Executive,4,Married,9132,16824,4,Y,No,14,3,1,80,2,18,2,2,9,8,1,8
7,33,No,Travel_Rarely,945,Research & Development,3,4,Human Resources,1,3,Female,90,3,1,Research Scientist,1,Divorced,2607,11220,1,Y,No,22,4,4,80,0,4,2,3,5,3,0,3
8,41,No,Travel_Frequently,478,Human Resources,13,3,Medical,1,3,Male,82,3,3,Laboratory Technician,2,Single,6849,22515,0,Y,No,15,3,2,80,0,12,3,4,8,7,7,6
9,35,No,Travel_Rarely,1208,Research & Development,13,5,Life Sciences,1,2,Male,80,3,2,Healthcare Representative,4,Single,5792,20489,0,Y,No,22,4,3,80,0,9,2,2,3,2,0,2
10,41,No,Travel_Rarely,385,Human Resources,10,5,Human Resources,1,3,Male,88,3,4,Manager,3,Divorced,17051,13291,0,Y,Yes,14,3,2,80,1,21,4,3,20,10,2,8
11,28,No,Travel_Rarely,1274,Research & Development,7,5,Medical,1,4,Male,60,2,2,Healthcare Representative,3,Married,5140,19273,1,Y,Yes,12,3,1,80,0,5,5,3,5,3,1,3
12,36,Yes,Travel_Rarely,407,Sales,9,5,Medical,1,1,Male,65,2,1,Sales Representative,4,Single,3468,22092,5,Y,No,21,4,1,80,0,14,2,3,3,2,0,2
13,33,No,Travel_Frequently,1111,Research & Development,10,5,Human Resources,1,1,Male,79,2,2,Healthcare Representative,4,Divorced,5329,8912,1,Y,No,17,3,4,80,1,12,3,3,12,8,2,8
14,36,No,Travel_Rarely,1182,Research & Development,2,5,Technical Degree,1,3,Female,45,1,1,Manager,4,Married,17874,12035,0,Y,No,15,3,1,80,1,13,3,3,5,3,1,3
15,28,No,Non-Travel,805,Human Resources,10,2,Marketing,1,3,Female,84,2,2,Sales Executive,2,Single,5494,24512,1,Y,No,13,3,4,80,0,5,0,3,5,2,1,2
16,18,Yes,Non-Travel,914,Sales,9,1,Medical,1,4,Female,58,1,1,Sales Representative,1,Single,2127,21675,1,Y,No,12,3,3,80,0,1,2,3,1,0,0,0
17,44,No,Travel_Frequently,343,Human Resources,9,3,Marketing,1,3,Male,92,3,2,Sales Executive,1,Single,6982,5944,0,Y,Yes,12,3,1,80,0,18,1,3,17,7,5,9
18,38,No,Travel_Rarely,889,Human Resources,23,5,Life Sciences,1,1,Female,61,3,2,Sales Executive,3,Single,5351,22132,2,Y,No,12,3,1,80,0,11,3,3,8,7,1,7
19,31,No,Travel_Rarely,1103,Research & Development,2,5,Life Sciences,1,4,Female,40,2,1,Manufacturing Director,4,Single,3192,13059,0,Y,No,12,3,4,80,0,9,2,2,7,7,1,7
20,37,No,Travel_Rarely,824,Human Resources,15,5,Medical,1,3,Male,54,4,2,Sales Executive,3,Single,5817,12799,8,Y,No,13,3,3,80,0,16,0,2,14,10,1,7
21,39,No,Travel_Rarely,383,Research & Development,15,5,Medical,1,2,Female,56,3,1,Research Scientist,2,Single,3085,25100,3,Y,Yes,18,3,1,80,0,8,2,3,2,2,0,2
22,31,No,Travel_Rarely,581,Research & Development,5,3,Human Resources,1,4,Male,87,3,1,Sales Executive,2,Married,2745,17252,1,Y,No,13,3,2,80,0,6,2,3,5,4,1,2
23,38,No,Travel_Rarely,1113,Human Resources,8,5,Human Resources,1,4,Female,45,3,2,Healthcare Representative,3,Divorced,5761,5384,3,Y,Yes,15,3,3,80,2,12,2,1,4,2,0,3
24,35,No,Travel_Rarely,143,Research & Development,4,3,Medical,1,4,Male,79,2,1,Laboratory Technician,1,Married,3053,14762,0,Y,Yes,13,3,4,80,1,8,3,3,5,4,0,2
25,47,Yes,Travel_Rarely,669,Human Resources,10,5,Technical Degree,1,3,Male,49,3,3,Research Director,4,Single,13354,6503,7,Y,No,14,3,4,80,0,18,2,3,2,2,1,2
26,25,Yes,Travel_Rarely,634,Sales,13,2,Human Resources,1,3,Male,63,2,1,Sales Representative,2,Married,1949,20730,1,Y,Yes,22,4,1,80,0,2,3,3,2,2,1,1
27,39,No,Travel_Rarely,1303,Human Resources,26,5,Human Resources,1,3,Female,65,2,2,Healthcare Representative,4,Married,5613,7802,3,Y,No,16,3,1,80,2,14,2,3,4,2,1,2
28,44,No,Travel_Rarely,1102,Human Resources,2,5,Human Resources,1,4,Male,58,3,5,Manufacturing Director,4,Married,15626,8907,1,Y,Yes,13,3,1,80,0,14,4,3,9,4,0,6
29,30,No,Travel_Rarely,218,Research & Development,2,5,Medical,1,4,Male,91,2,1,Research Scientist,4,Single,2264,7469,1,Y,Yes,13,3,3,80,0,1,6,3,1,0,1,0
30,28,Yes,Travel_Rarely,638,Research & Development,7,5,Life Sciences,1,2,Male,46,2,1,Sales Executive,4,Single,3505,11850,1,Y,Yes,11,3,1,80,0,4,2,3,3,3,1,2
31,27,Yes,Travel_Frequently,604,Research & Development,5,3,Technical Degree,1,4,Male,72,3,1,Research Scientist,2,Single,2265,23301,1,Y,Yes,17,3,4,80,0,1,2,3,1,0,0,0
32,41,No,Non-Travel,625,Research & Development,9,5,Human Resources,1,1,Male,89,2,1,Research Scientist,3,Married,2641,19070,1,Y,No,22,4,1,80,1,9,3,3,9,7,0,7
33,50,No,Travel_Rarely,846,Human Resources,19,5,Human Resources,1,4,Male,67,3,2,Sales Executive,4,Married,5870,23372,3,Y,No,21,4,4,80,0,15,3,2,5,4,1,3
34,34,Yes,Travel_Frequently,522,Research & Development,11,3,Medical,1,2,Female,91,3,2,Sales Executive,1,Single,4974,20581,3,Y,No,14,3,1,80,0,9,6,4,4,3,1,0
35,33,No,Travel_Rarely,313,Human Resources,2,3,Human Resources,1,1,Female,91,3,2,Sales Executive,2,Divorced,5992,10021,1,Y,No,14,3,1,80,2,12,2,3,12,10,1,9
36,29,No,Travel_Rarely,472,Research & Development,16,3,Other,1,3,Male,65,3,2,Laboratory Technician,1,Married,4248,18619,4,Y,No,15,3,3,80,0,8,3,3,3,2,1,2
37,46,No,Travel_Rarely,648,Human Resources,12,5,Human Resources,1,2,Male,50,3,4,Research Director,3,Married,16994,6351,3,Y,No,22,4,2,80,1,25,1,3,5,3,0,3
38,27,No,Travel_Rarely,911,Research & Development,6,5,Medical,1,3,Male,80,3,1,Research Scientist,3,Single,2829,24887,1,Y,No,15,3,4,80,0,5,3,2,5,3,1,4
