city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_30,0.896,Other,Has relevent experience,Full time course,Graduate,STEM,5,<10,Pvt Ltd,1,81,1
city_160,0.92,Other,Has relevent experience,no_enrollment,High School,STEM,19,<10,Pvt Ltd,2,81,1
city_30,0.925,Other,Has relevent experience,no_enrollment,Graduate,STEM,<1,5000-9999,Pvt Ltd,4,45,<NA>
city_21,0.624,Other,Has relevent experience,Full time course,High School,STEM,3,<10,Pvt Ltd,never,131,1
city_30,0.893,Female,No relevent experience,Full time course,High School,STEM,19,<10,Pvt Ltd,never,52,0
city_30,0.88,Female,No relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,2,232,0
city_30,0.909,Male,Has relevent experience,no_enrollment,High School,STEM,5,50-99,Pvt Ltd,1,151,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,>4,19,0
city_30,0.92,Male,Has relevent experience,Part time course,Masters,STEM,15,10000+,Pvt Ltd,1,51,0
city_30,0.715,Other,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,Pvt Ltd,1,19,1
city_21,0.625,Male,No relevent experience,no_enrollment,Graduate,STEM,3,<10,Pvt Ltd,never,49,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,1,52,0
city_30,0.797,Male,No relevent experience,Full time course,Masters,STEM,4,<10,Early Stage Startup,1,66,0
city_30,0.925,Male,No relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,1,30,0
city_30,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,77,1
city_30,0.853,Other,No relevent experience,Part time course,Masters,STEM,19,<10,Pvt Ltd,2,75,<NA>
city_114,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,144,0
city_116,0.744,Other,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,71,1
city_103,0.92,Male,No relevent experience,Part time course,Graduate,STEM,19,<10,Pvt Ltd,>4,20,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,5,500-999,Pvt Ltd,1,101,0
city_30,0.797,Other,Has relevent experience,Part time course,High School,STEM,11,<10,Pvt Ltd,2,13,<NA>
city_16,0.906,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,never,46,0
city_30,0.68,Other,Has relevent experience,Full time course,Masters,STEM,19,500-999,Pvt Ltd,2,48,1
city_30,0.813,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,12,0
city_30,0.849,Female,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,1,36,0
city_30,0.58,Other,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,112,1
city_30,0.851,Male,No relevent experience,Full time course,Masters,STEM,4,<10,Pvt Ltd,never,54,0
city_30,0.912,Male,Has relevent experience,Full time course,Masters,STEM,9,500-999,Pvt Ltd,1,16,0
city_30,0.911,Male,Has relevent experience,no_enrollment,Masters,STEM,1,<10,Pvt Ltd,1,47,0
city_102,0.79,Other,No relevent experience,Part time course,Graduate,STEM,3,<10,Pvt Ltd,1,28,1
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,1,88,0
city_30,0.869,Male,No relevent experience,no_enrollment,Graduate,Other,13,10000+,Pvt Ltd,2,40,0
city_30,0.911,Male,Has relevent experience,no_enrollment,High School,STEM,6,<10,Pvt Ltd,2,21,0
city_114,0.797,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,7,100-500,Pvt Ltd,>4,22,0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,9,100-500,Pvt Ltd,3,23,0
city_30,0.888,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,1,54,0
city_103,0.907,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,NGO,2,45,0
