,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_18,month_0,day_2,season_4,118,14,13,27,205.917,81,1,education_3,son_1,0,1,pet_8,56,171,38,0
1,reason_4,month_8,day_2,season_4,118,5,1,29,205.917,87,0,education_4,son_2,0,1,pet_0,59,192,38,23
2,reason_26,month_0,day_2,season_3,326,6,2,48,205.917,90,1,education_3,son_1,1,0,pet_1,60,163,34,15
3,reason_10,month_5,day_2,season_1,168,5,1,55,205.917,91,0,education_1,son_3,1,0,pet_0,75,163,35,0
4,reason_1,month_0,day_2,season_1,356,12,15,58,325.113,81,0,education_2,son_0,1,1,pet_0,94,171,19,0
5,reason_23,month_0,day_2,season_2,281,36,1,27,205.917,100,0,education_2,son_3,1,1,pet_1,108,163,34,0
6,reason_5,month_5,day_2,season_2,118,52,7,47,321.658,90,0,education_1,son_0,0,0,pet_1,92,196,26,2
7,reason_16,month_0,day_2,season_3,118,5,7,37,237.896,90,1,education_1,son_2,1,0,pet_0,83,180,38,120
8,reason_19,month_0,day_2,season_1,118,28,1,43,205.917,81,0,education_3,son_3,0,0,pet_2,73,183,19,0
9,reason_27,month_9,day_4,season_3,118,19,29,38,253.508,93,0,education_1,son_1,0,1,pet_1,75,181,38,0
10,reason_0,month_9,day_2,season_3,152,5,29,58,378.884,94,0,education_3,son_0,1,1,pet_1,87,179,35,84
11,reason_23,month_8,day_2,season_1,359,32,9,27,205.917,100,1,education_3,son_0,0,0,pet_1,94,175,19,27
12,reason_13,month_9,day_5,season_4,314,52,14,58,205.917,84,0,education_2,son_2,0,0,pet_0,97,171,19,0
13,reason_18,month_0,day_2,season_2,118,46,18,45,224.398,92,0,education_3,son_0,0,0,pet_1,87,165,22,17
14,reason_17,month_12,day_2,season_3,134,38,12,56,299.297,100,0,education_2,son_1,0,0,pet_5,88,171,26,0
15,reason_2,month_8,day_3,season_1,388,50,9,41,307.987,85,0,education_1,son_2,0,0,pet_2,76,191,29,0
16,reason_24,month_6,day_4,season_4,118,35,1,45,262.859,88,0,education_1,son_2,1,0,pet_1,86,178,30,59
17,reason_9,month_0,day_2,season_2,286,16,12,58,225.425,92,0,education_4,son_1,0,0,pet_0,80,169,21,0
18,reason_9,month_0,day_2,season_1,388,52,24,39,366.019,97,0,education_2,son_1,1,1,pet_2,56,185,25,0
19,reason_9,month_0,day_2,season_4,372,5,7,52,205.917,88,0,education_3,son_0,0,0,pet_1,56,163,27,0
20,reason_15,month_2,day_6,season_4,240,24,29,27,265.388,84,1,education_2,son_2,1,0,pet_5,85,179,36,81
21,reason_23,month_0,day_2,season_4,118,5,27,57,205.917,81,0,education_3,son_0,0,0,pet_0,83,163,30,25
22,reason_7,month_9,day_2,season_1,180,9,9,27,374.684,100,0,education_1,son_4,1,1,pet_0,89,165,19,114
23,reason_26,month_12,day_2,season_4,118,26,1,39,330.33,100,1,education_3,son_3,1,1,pet_5,87,174,25,83
24,reason_28,month_0,day_2,season_2,225,18,1,27,378.884,100,0,education_3,son_1,1,1,pet_1,87,175,19,13
25,reason_28,month_1,day_4,season_4,256,21,21,31,248.169,94,0,education_1,son_2,1,0,pet_1,65,163,37,0
26,reason_10,month_7,day_4,season_2,118,5,8,42,214.203,100,0,education_1,son_2,0,0,pet_0,91,178,19,27
27,reason_25,month_7,day_4,season_2,118,39,25,29,296.16,96,0,education_1,son_2,0,1,pet_2,59,187,33,69
28,reason_8,month_4,day_2,season_1,118,6,23,32,312.067,100,0,education_4,son_0,0,0,pet_5,67,163,19,20
29,reason_14,month_0,day_2,season_3,235,5,11,30,254.258,81,0,education_1,son_3,0,1,pet_5,94,190,19,29
30,reason_1,month_12,day_2,season_3,388,5,29,58,205.917,100,0,education_1,son_1,1,0,pet_0,77,178,38,43
31,reason_22,month_3,day_2,season_4,209,5,3,40,280.748,81,0,education_1,son_0,1,0,pet_1,108,163,19,0
32,reason_28,month_0,day_2,season_2,123,16,9,45,205.917,87,0,education_3,son_0,1,0,pet_0,98,163,24,36
33,reason_14,month_0,day_2,season_4,118,17,22,27,205.917,97,0,education_2,son_3,0,0,pet_1,77,163,25,63
34,reason_12,month_0,day_2,season_1,333,5,29,45,378.884,100,0,education_3,son_2,0,0,pet_1,81,174,28,9
35,reason_15,month_5,day_4,season_3,288,5,29,43,217.826,100,1,education_1,son_2,0,0,pet_0,66,163,19,14
36,reason_10,month_0,day_2,season_1,118,37,26,46,319.529,87,0,education_4,son_0,1,0,pet_5,61,196,25,33
37,reason_0,month_0,day_2,season_4,118,36,29,27,370.18,97,0,education_3,son_4,0,1,pet_1,56,196,19,29
38,reason_7,month_0,day_2,season_2,279,52,22,31,205.917,100,0,education_3,son_0,1,0,pet_0,73,189,37,13
39,reason_3,month_6,day_6,season_2,259,18,1,27,205.917,100,1,education_3,son_2,1,0,pet_5,56,163,32,0
40,reason_3,month_0,day_2,season_3,118,5,1,58,303.423,100,0,education_4,son_3,0,1,pet_0,63,176,19,5
41,reason_13,month_0,day_5,season_2,118,49,19,56,270.962,89,1,education_4,son_2,0,0,pet_2,65,163,24,35
42,reason_27,month_3,day_6,season_3,298,5,1,27,277.909,81,0,education_1,son_2,0,0,pet_4,92,163,25,0
43,reason_22,month_9,day_6,season_1,118,14,4,55,333.796,96,1,education_1,son_1,1,0,pet_5,94,178,19,0
44,reason_28,month_12,day_2,season_1,388,51,29,32,378.884,100,1,education_1,son_4,0,1,pet_2,85,163,23,0
45,reason_10,month_4,day_6,season_1,118,45,1,27,242.744,81,0,education_3,son_1,1,1,pet_5,58,163,19,87
46,reason_18,month_12,day_2,season_1,145,41,29,27,252.485,91,0,education_4,son_4,1,1,pet_0,56,172,21,0
47,reason_10,month_10,day_2,season_1,118,45,1,37,270.062,83,0,education_1,son_0,1,0,pet_1,56,163,21,18
48,reason_14,month_3,day_2,season_3,126,22,9,27,246.179,85,0,education_1,son_0,1,0,pet_1,56,163,36,0
49,reason_25,month_10,day_5,season_2,215,36,12,58,378.884,91,0,education_3,son_2,1,0,pet_0,79,163,35,0
50,reason_11,month_5,day_6,season_2,207,29,29,27,208.048,99,1,education_1,son_2,1,0,pet_1,84,175,19,20
51,reason_0,month_5,day_6,season_4,298,28,3,27,230.07,100,0,education_1,son_2,1,0,pet_1,56,172,38,0
52,reason_1,month_9,day_2,season_4,200,52,18,38,270.881,90,1,education_1,son_0,0,1,pet_1,92,163,38,0
53,reason_11,month_9,day_2,season_3,118,24,29,27,205.917,100,0,education_1,son_0,1,0,pet_0,89,163,34,0
54,reason_27,month_0,day_2,season_1,152,37,1,27,205.917,87,0,education_4,son_3,0,0,pet_2,56,196,38,21
55,reason_1,month_2,day_2,season_3,118,12,3,42,344.639,96,0,education_3,son_3,1,1,pet_0,56,176,35,104
56,reason_9,month_9,day_2,season_4,154,49,1,38,267.366,81,0,education_1,son_2,1,0,pet_1,86,190,19,31
57,reason_24,month_0,day_2,season_4,191,22,1,42,278.613,86,0,education_3,son_3,1,0,pet_5,56,163,31,108
58,reason_22,month_5,day_2,season_1,208,27,7,27,325.331,92,0,education_2,son_4,1,0,pet_1,73,181,34,89
59,reason_10,month_2,day_2,season_3,293,52,7,27,253.836,100,1,education_1,son_1,1,0,pet_5,108,163,19,0
60,reason_19,month_6,day_2,season_4,191,31,29,31,333.168,100,0,education_1,son_0,1,0,pet_4,90,178,24,0
61,reason_25,month_0,day_2,season_2,231,5,29,52,378.884,93,0,education_3,son_3,0,0,pet_0,93,163,34,0
62,reason_8,month_6,day_2,season_3,118,12,16,33,216.507,100,0,education_1,son_4,1,1,pet_4,108,189,34,0
63,reason_9,month_0,day_3,season_2,353,25,1,36,374.982,95,0,education_4,son_2,0,0,pet_0,86,193,19,0
64,reason_13,month_10,day_2,season_4,118,30,4,27,378.884,81,1,education_3,son_0,1,1,pet_2,86,163,35,0
65,reason_25,month_7,day_6,season_1,224,7,29,47,215.669,87,0,education_1,son_2,0,1,pet_0,108,163,27,51
66,reason_4,month_0,day_2,season_3,118,30,22,49,208.014,94,1,education_1,son_1,1,0,pet_4,64,180,38,96
67,reason_25,month_6,day_5,season_1,199,34,1,27,300.914,94,0,education_1,son_2,1,0,pet_1,66,166,33,0
68,reason_17,month_0,day_2,season_3,118,31,29,45,272.798,93,0,education_3,son_3,0,0,pet_0,56,194,20,114
69,reason_13,month_0,day_2,season_1,388,5,19,34,378.884,97,1,education_3,son_1,0,0,pet_1,56,163,38,36
70,reason_17,month_0,day_2,season_1,118,52,24,43,245.317,88,0,education_4,son_0,0,0,pet_1,108,170,38,0
71,reason_17,month_12,day_2,season_1,388,26,4,27,235.462,100,0,education_2,son_0,1,0,pet_0,65,175,21,0
72,reason_27,month_10,day_3,season_1,118,52,8,46,330.483,92,0,education_2,son_2,1,0,pet_1,98,163,33,0
73,reason_22,month_0,day_2,season_3,203,21,29,41,257.916,96,1,education_2,son_3,1,1,pet_0,56,163,38,27
74,reason_28,month_12,day_2,season_4,388,40,18,27,341.846,84,0,education_1,son_1,1,0,pet_5,56,173,24,0
75,reason_19,month_0,day_2,season_1,388,52,21,53,378.884,88,0,education_2,son_2,0,0,pet_0,108,163,21,120
76,reason_21,month_7,day_2,season_2,388,42,7,48,239.397,100,0,education_1,son_3,0,0,pet_0,56,188,19,0
77,reason_10,month_12,day_2,season_3,118,26,10,32,205.917,83,0,education_2,son_2,1,1,pet_1,73,163,19,59
78,reason_6,month_10,day_6,season_4,221,52,12,57,231.009,97,0,education_1,son_2,0,0,pet_1,88,176,19,0
79,reason_1,month_11,day_4,season_1,388,22,2,58,369.95,100,0,education_1,son_1,0,0,pet_0,82,179,38,0
80,reason_6,month_11,day_4,season_1,196,35,1,54,326.303,92,0,education_4,son_2,1,0,pet_0,56,196,38,33
81,reason_4,month_5,day_2,season_2,182,32,1,50,313.81,81,0,education_2,son_3,1,1,pet_8,56,185,35,0
82,reason_12,month_0,day_2,season_1,246,33,2,27,378.884,99,0,education_2,son_1,0,0,pet_0,75,170,19,120
83,reason_21,month_2,day_2,season_3,118,25,13,39,340.317,86,0,education_1,son_0,0,0,pet_4,78,196,19,0
84,reason_27,month_5,day_2,season_2,124,52,9,27,378.884,100,0,education_1,son_0,1,0,pet_1,108,196,38,52
85,reason_7,month_3,day_2,season_1,280,52,2,32,269.841,84,1,education_1,son_3,1,1,pet_5,67,175,27,20
86,reason_10,month_0,day_2,season_4,118,52,29,27,378.884,100,1,education_1,son_2,1,1,pet_4,80,189,35,24
87,reason_12,month_5,day_2,season_4,118,30,1,51,327.732,100,1,education_1,son_4,0,0,pet_4,108,194,38,40
88,reason_7,month_5,day_2,season_2,365,5,23,46,287.782,94,0,education_3,son_0,0,0,pet_0,81,163,38,0
89,reason_21,month_5,day_2,season_3,240,5,16,34,372.188,99,0,education_3,son_1,1,0,pet_1,56,188,34,120
90,reason_5,month_9,day_2,season_1,118,52,29,58,289.221,81,0,education_3,son_1,0,0,pet_4,66,187,19,0
91,reason_27,month_4,day_3,season_2,230,33,21,33,340.171,86,0,education_1,son_2,0,0,pet_5,93,164,27,5
92,reason_8,month_11,day_6,season_1,388,5,29,30,335.337,92,0,education_2,son_1,1,0,pet_0,56,165,25,0
93,reason_1,month_0,day_4,season_1,118,36,8,40,290.137,90,0,education_1,son_2,0,1,pet_0,108,180,23,26
94,reason_7,month_10,day_2,season_4,205,47,20,27,222.469,86,0,education_1,son_4,0,0,pet_0,97,186,27,0
95,reason_28,month_2,day_2,season_3,259,22,1,34,291.815,100,0,education_1,son_4,1,0,pet_0,60,184,22,10
96,reason_16,month_10,day_5,season_2,118,52,29,27,316.906,85,0,education_4,son_2,0,1,pet_0,77,174,19,0
97,reason_11,month_0,day_3,season_1,388,5,20,50,320.787,100,0,education_4,son_2,0,0,pet_2,56,181,33,96
98,reason_4,month_0,day_2,season_1,261,35,13,29,285.346,89,0,education_4,son_3,1,0,pet_0,61,168,25,0
99,reason_18,month_3,day_2,season_1,236,42,3,52,205.917,96,0,education_1,son_0,1,0,pet_0,56,181,38,0
100,reason_23,month_1,day_2,season_4,294,13,1,35,250.589,95,0,education_1,son_3,1,0,pet_0,108,193,34,50
101,reason_13,month_11,day_2,season_1,118,37,1,42,378.884,89,0,education_1,son_4,1,0,pet_0,104,168,19,36
102,reason_9,month_0,day_2,season_1,388,24,1,48,245.804,100,0,education_3,son_0,0,0,pet_0,88,174,19,63
103,reason_21,month_2,day_6,season_2,319,25,6,35,279.539,84,0,education_2,son_2,1,0,pet_0,100,163,20,0
104,reason_15,month_6,day_2,season_3,175,49,1,40,205.917,82,0,education_1,son_4,1,0,pet_0,70,163,31,0
105,reason_4,month_4,day_5,season_2,270,37,10,40,205.917,100,0,education_1,son_1,1,1,pet_1,79,196,38,0
106,reason_14,month_0,day_2,season_1,194,5,1,42,341.379,100,0,education_3,son_0,1,0,pet_0,83,163,38,0
107,reason_10,month_9,day_2,season_1,118,52,29,56,287.336,92,0,education_3,son_1,1,0,pet_5,95,170,38,0
108,reason_0,month_0,day_2,season_2,386,52,5,41,361.09,100,0,education_3,son_0,1,0,pet_4,58,196,30,46
109,reason_24,month_4,day_2,season_1,388,52,12,58,378.884,96,1,education_1,son_2,0,0,pet_5,103,163,21,30
110,reason_23,month_0,day_2,season_2,231,52,23,27,352.26,90,0,education_4,son_0,1,0,pet_2,67,163,19,120
111,reason_0,month_7,day_4,season_2,229,50,5,35,254.89,100,1,education_1,son_2,0,0,pet_0,97,171,26,0
112,reason_23,month_8,day_2,season_2,122,10,13,27,242.974,91,0,education_1,son_0,1,0,pet_0,78,163,19,0
113,reason_0,month_6,day_2,season_4,313,52,6,34,246.51,96,0,education_3,son_0,1,0,pet_4,100,174,36,38
114,reason_13,month_10,day_2,season_4,118,5,29,58,337.294,91,1,education_3,son_3,1,1,pet_8,84,164,24,14
115,reason_22,month_12,day_2,season_1,231,52,25,58,343.348,81,0,education_3,son_0,0,0,pet_0,108,183,23,0
116,reason_7,month_10,day_2,season_4,175,8,4,27,378.884,100,0,education_2,son_4,1,0,pet_1,108,185,29,0
