Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,30,No,Non-Travel,765,Research & Development,8,2,Life Sciences,1,3,Female,46,4,1,Laboratory Technician,1,Married,3042,4618,1,Y,No,18,4,3,80,0,6,3,3,5,0,7,8
1,18,Yes,Travel_Rarely,1499,Sales,1,3,Life Sciences,1,3,Male,30,3,1,Research Scientist,4,Single,1009,2094,1,Y,No,25,3,3,80,2,0,2,3,0,0,0,0
2,60,No,Travel_Rarely,1499,Research & Development,29,4,Medical,1,4,Male,30,3,1,Research Scientist,3,Married,1009,26999,4,Y,No,25,3,3,80,2,40,5,3,0,0,0,0
3,60,No,Travel_Rarely,1499,Sales,1,2,Life Sciences,1,3,Female,30,3,2,Manufacturing Director,4,Married,19999,26999,1,Y,No,11,3,3,80,0,40,2,3,40,18,15,17
4,60,No,Travel_Rarely,1499,Research & Development,1,2,Life Sciences,1,3,Female,30,3,2,Manufacturing Director,3,Divorced,19999,26999,1,Y,No,11,3,3,80,0,40,2,3,40,18,15,17
5,60,No,Travel_Rarely,1499,Sales,1,2,Life Sciences,1,3,Female,30,3,2,Manufacturing Director,4,Married,19999,2094,1,Y,No,11,3,3,80,0,40,2,2,40,18,15,17
6,60,No,Travel_Rarely,1499,Research & Development,29,3,Medical,1,3,Male,30,3,2,Healthcare Representative,3,Married,1009,2094,2,Y,No,25,3,3,80,2,40,2,3,0,0,0,0
7,18,No,Travel_Frequently,1499,Research & Development,1,4,Life Sciences,1,1,Female,100,3,2,Laboratory Technician,2,Married,1009,2094,1,Y,No,25,3,2,80,1,40,2,3,32,18,0,0
8,33,Yes,Non-Travel,357,Sales,15,2,Life Sciences,1,3,Female,78,2,2,Sales Executive,1,Married,4841,18243,1,Y,No,12,3,2,80,2,10,2,2,10,7,14,7
9,18,No,Travel_Rarely,102,Sales,1,2,Life Sciences,1,3,Female,30,3,2,Manufacturing Director,4,Married,19999,2094,1,Y,No,11,3,3,80,0,0,2,3,40,18,0,17
10,27,Yes,Travel_Rarely,1043,Research & Development,22,3,Medical,1,3,Female,81,2,1,Research Scientist,2,Single,2495,22020,1,Y,No,19,3,1,80,0,2,3,2,0,0,0,0
