Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,23,No,Travel_Rarely,212,Research & Development,2,3,Life Sciences,1,3,Male,36,3,1,Laboratory Technician,4,Married,2101,3313,1,Y,No,22,4,4,80,0,6,2,3,3,2,2,2
1,55,No,Travel_Rarely,1499,Research & Development,2,3,Life Sciences,1,4,Male,69,3,5,Manager,4,Married,19999,21910,3,Y,No,25,4,3,80,1,22,3,3,3,0,0,0
2,39,No,Travel_Rarely,1274,Sales,6,3,Life Sciences,1,3,Male,98,3,3,Sales Executive,4,Divorced,10927,4987,1,Y,No,12,3,4,80,1,25,2,3,17,8,13,8
3,25,No,Travel_Rarely,1499,Sales,8,3,Life Sciences,1,4,Male,96,3,1,Sales Representative,4,Single,2323,9519,1,Y,No,11,3,4,80,0,1,2,3,2,0,0,0
4,29,No,Travel_Rarely,1264,Research & Development,2,3,Life Sciences,1,4,Male,94,3,1,Laboratory Technician,3,Married,2859,2604,3,Y,No,14,3,3,80,1,6,2,2,6,2,1,2
5,33,No,Travel_Rarely,1297,Sales,9,3,Life Sciences,1,3,Male,93,3,1,Sales Representative,4,Married,3025,4144,1,Y,No,19,4,4,80,1,6,2,3,5,3,0,3
6,40,Yes,Travel_Rarely,1439,Research & Development,1,3,Life Sciences,1,1,Male,46,3,1,Research Scientist,3,Single,3317,22639,2,Y,Yes,17,3,4,80,0,4,2,3,0,2,2,2
7,55,No,Travel_Rarely,1375,Research & Development,2,3,Life Sciences,1,4,Male,93,3,4,Healthcare Representative,3,Married,11909,23767,3,Y,No,12,3,3,80,0,30,2,3,4,4,1,4
8,40,No,Travel_Rarely,600,Research & Development,2,4,Life Sciences,1,1,Male,74,3,3,Sales Executive,4,Single,9323,21803,3,Y,No,18,4,3,80,0,10,2,3,8,6,0,7
9,25,No,Travel_Rarely,1246,Research & Development,1,3,Medical,1,3,Male,73,3,1,Research Scientist,4,Married,3047,7293,1,Y,No,20,3,3,80,1,0,2,3,3,0,0,1
10,29,Yes,Travel_Rarely,1218,Research & Development,2,3,Medical,1,3,Male,43,3,1,Laboratory Technician,3,Married,2683,5912,1,Y,No,12,3,3,80,0,4,2,3,3,0,0,1
11,45,No,Travel_Rarely,1308,Research & Development,2,3,Life Sciences,1,3,Male,81,3,1,Research Scientist,3,Married,2500,8470,2,Y,No,11,3,3,80,1,4,2,3,4,2,0,2
12,26,No,Travel_Rarely,981,Sales,7,3,Life Sciences,1,3,Male,75,3,2,Sales Executive,3,Married,5454,2094,1,Y,No,11,3,4,80,0,4,2,3,0,0,0,1
13,31,No,Travel_Rarely,1091,Research & Development,1,3,Life Sciences,1,3,Male,83,3,1,Research Scientist,4,Married,3089,3906,1,Y,No,16,4,3,80,1,4,3,3,3,2,0,2
14,34,No,Travel_Rarely,1045,Research & Development,5,3,Life Sciences,1,3,Male,71,3,1,Research Scientist,4,Married,2668,24475,1,Y,No,21,3,3,80,1,6,2,3,3,2,0,3
