city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_82,0.8978498879195672,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,8,0
city_136,0.8964598861759395,Male,No relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,never,83,0
city_103,0.9199999999977329,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,50,0
city_145,0.5044170882459124,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,22,0
city_21,0.6239999961295251,Male,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,1,28,0
city_10,0.8966944176622527,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,2,13,0
city_82,0.9199999999725983,Male,No relevent experience,Full time course,High School,STEM,1,500-999,Pvt Ltd,1,53,<NA>
city_114,0.9260000180840281,Male,Has relevent experience,no_enrollment,Phd,STEM,17,500-999,Pvt Ltd,1,30,0
city_16,0.909999998484016,Male,No relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,2,224,0
city_136,0.8973428848113498,Male,No relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Public Sector,>4,28,0
city_103,0.919999999995808,Male,Has relevent experience,no_enrollment,Masters,Business Degree,19,10000+,Pvt Ltd,>4,13,1
city_16,0.9099999949333154,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,17,0
city_136,0.8978091131884083,Male,No relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,1,166,1
city_103,0.920000000005102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,NGO,>4,32,0
city_16,0.9100000025439751,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,61,<NA>
city_91,0.680143115967212,Male,No relevent experience,Full time course,High School,STEM,3,10000+,Pvt Ltd,never,2,1
city_74,0.5819863698946337,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,5,0
city_21,0.6239999996981834,Male,Has relevent experience,Part time course,Masters,STEM,7,50-99,Funded Startup,1,24,1
city_103,0.9200000000014507,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,29,0
city_103,0.9199999999935641,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,never,11,<NA>
city_21,0.6239999958647515,Male,Has relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,never,63,1
city_36,0.886802857063025,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,87,<NA>
