Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,30,No,Travel_Rarely,1072,Sales,4,4,Life Sciences,1,3,Female,37,4,1,Sales Representative,1,Married,2849,4201,1,Y,No,14,3,3,80,2,5,3,3,2,0,0,0
1,18,Yes,Travel_Rarely,1499,Research & Development,1,3,Life Sciences,1,2,Female,100,3,1,Sales Representative,4,Single,1009,2094,1,Y,No,11,3,3,80,0,0,2,4,0,0,0,0
2,18,No,Travel_Rarely,102,Research & Development,1,3,Life Sciences,1,3,Female,30,2,4,Healthcare Representative,4,Married,19999,26999,2,Y,No,11,3,3,80,0,40,2,4,0,0,0,0
3,29,No,Travel_Rarely,1300,Sales,24,2,Medical,1,2,Male,50,3,1,Sales Representative,2,Single,2501,7205,1,Y,Yes,20,3,4,80,0,4,2,3,5,0,0,0
4,60,No,Travel_Rarely,102,Research & Development,1,3,Life Sciences,1,1,Male,30,3,5,Manager,1,Married,19999,2094,5,Y,No,11,3,3,80,0,40,5,2,40,18,15,17
5,60,Yes,Travel_Rarely,1499,Human Resources,29,1,Medical,1,4,Male,30,3,1,Laboratory Technician,3,Married,1009,26999,1,Y,No,11,3,3,80,0,0,4,3,0,0,15,0
6,60,Yes,Travel_Rarely,102,Research & Development,1,4,Medical,1,2,Male,99,2,5,Manager,3,Married,19999,26999,1,Y,No,11,3,4,80,1,40,3,3,40,18,15,17
7,18,Yes,Travel_Rarely,1499,Research & Development,1,3,Life Sciences,1,2,Female,100,3,1,Research Scientist,4,Single,1009,26999,1,Y,No,11,3,3,80,0,0,2,4,0,0,0,0
8,60,Yes,Travel_Rarely,1499,Research & Development,1,1,Medical,1,4,Male,30,3,1,Laboratory Technician,3,Married,1009,26999,1,Y,No,11,3,3,80,0,0,4,2,0,0,0,0
9,30,Yes,Non-Travel,368,Sales,19,2,Life Sciences,1,3,Female,75,3,2,Sales Executive,1,Married,4641,16874,1,Y,No,13,3,2,80,2,8,2,2,9,4,14,7
