Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,45,No,Non-Travel,699,Research & Development,14,3,Medical,1,1,Female,100,2,2,Research Scientist,3,Married,6310,26999,1,Y,No,12,3,4,80,0,8,3,3,0,1,6,1
1,43,Yes,Travel_Frequently,1499,Research & Development,1,3,Medical,1,1,Female,87,4,3,Sales Executive,4,Married,2186,17165,7,Y,No,13,3,3,80,0,9,5,1,25,7,15,4
2,32,No,Travel_Rarely,877,Research & Development,6,5,Medical,1,3,Male,99,3,4,Sales Executive,2,Married,4491,26999,1,Y,No,16,3,3,80,2,21,5,3,4,3,0,1
3,25,No,Travel_Rarely,1455,Sales,11,4,Life Sciences,1,4,Male,100,2,1,Healthcare Representative,2,Married,14219,26999,1,Y,No,22,3,2,80,0,27,4,2,5,1,1,2
4,37,No,Travel_Frequently,857,Research & Development,9,2,Medical,1,2,Female,100,3,1,Sales Executive,3,Married,1137,18743,3,Y,No,16,3,2,80,0,13,3,3,2,1,0,6
5,25,No,Travel_Rarely,336,Research & Development,1,2,Marketing,1,1,Female,47,3,2,Sales Executive,3,Married,7108,15332,3,Y,No,13,4,4,80,1,11,3,2,2,2,0,3
6,47,No,Non-Travel,519,Research & Development,14,4,Medical,1,3,Female,94,3,2,Sales Executive,4,Divorced,8124,5207,4,Y,No,21,3,1,80,1,12,2,3,3,5,1,3
7,29,No,Travel_Rarely,669,Research & Development,25,5,Life Sciences,1,1,Female,77,2,1,Sales Executive,4,Divorced,5598,26475,1,Y,No,18,3,1,80,0,10,3,3,4,5,12,2
8,37,No,Travel_Frequently,859,Research & Development,10,2,Life Sciences,1,3,Male,100,3,2,Research Scientist,3,Married,9314,26999,2,Y,No,25,3,3,80,0,6,3,2,4,2,3,2
9,18,No,Travel_Rarely,1232,Research & Development,12,4,Life Sciences,1,1,Male,61,3,2,Sales Executive,4,Married,8878,14315,1,Y,Yes,21,3,4,80,1,6,3,2,3,1,2,2
10,43,No,Travel_Rarely,1498,Research & Development,8,3,Life Sciences,1,2,Male,82,3,2,Healthcare Representative,3,Married,8146,2094,2,Y,Yes,20,3,4,80,1,7,3,2,33,1,0,3
11,39,No,Travel_Rarely,962,Sales,5,2,Medical,1,4,Female,100,3,1,Laboratory Technician,2,Married,1009,19266,0,Y,No,18,3,2,80,0,13,2,2,7,2,2,3
12,24,Yes,Travel_Rarely,1004,Research & Development,20,4,Medical,1,2,Male,76,2,2,Sales Executive,4,Married,2976,23591,2,Y,No,16,3,1,80,2,7,3,3,2,3,1,2
13,18,No,Travel_Rarely,1318,Sales,3,3,Medical,1,3,Female,67,3,2,Manager,2,Married,4495,18728,2,Y,No,16,4,4,80,0,11,3,3,20,2,15,0
14,33,No,Travel_Frequently,972,Research & Development,1,2,Marketing,1,4,Male,47,3,2,Sales Executive,3,Divorced,1682,6573,9,Y,No,16,3,3,80,1,4,2,1,36,1,0,8
15,18,No,Travel_Rarely,897,Sales,3,3,Life Sciences,1,3,Male,40,3,1,Research Scientist,3,Married,5359,10151,3,Y,Yes,12,4,3,80,2,26,3,3,5,1,1,2
16,18,No,Travel_Rarely,1470,Research & Development,13,1,Technical Degree,1,1,Male,100,3,1,Sales Representative,4,Married,4851,23621,6,Y,No,16,3,3,80,1,5,2,3,8,0,8,3
17,19,Yes,Travel_Rarely,1499,Sales,11,4,Life Sciences,1,3,Female,99,3,1,Laboratory Technician,4,Married,3257,17293,3,Y,No,16,4,2,80,1,6,3,3,3,2,3,0
18,27,No,Travel_Frequently,1292,Sales,6,1,Medical,1,4,Male,100,3,2,Laboratory Technician,2,Married,1009,3198,1,Y,No,21,3,2,80,0,15,5,2,8,5,10,2
19,20,No,Travel_Rarely,102,Research & Development,8,2,Medical,1,2,Female,100,3,3,Research Scientist,4,Married,4861,16845,0,Y,No,16,3,2,80,0,19,3,2,2,0,1,8
20,23,No,Travel_Frequently,1126,Research & Development,1,3,Life Sciences,1,4,Male,100,3,2,Laboratory Technician,4,Married,3908,10331,0,Y,Yes,14,3,4,80,1,4,6,3,23,1,2,2
21,18,Yes,Travel_Rarely,1404,Sales,26,1,Life Sciences,1,3,Male,79,4,2,Manufacturing Director,1,Married,1716,19849,3,Y,No,15,4,3,80,0,13,3,3,1,5,1,8
22,26,No,Travel_Rarely,1248,Sales,8,2,Medical,1,2,Female,100,1,1,Human Resources,1,Divorced,2951,22655,6,Y,No,25,4,2,80,0,18,3,3,7,1,0,2
23,18,No,Travel_Rarely,1499,Research & Development,29,2,Life Sciences,1,3,Male,46,3,4,Manufacturing Director,4,Divorced,13004,16780,0,Y,No,18,3,3,80,0,11,3,3,8,2,0,1
24,30,No,Travel_Rarely,829,Research & Development,9,1,Other,1,1,Male,100,4,1,Laboratory Technician,1,Single,3522,18389,6,Y,Yes,18,3,1,80,1,10,2,3,2,1,1,11
25,39,No,Travel_Frequently,1176,Human Resources,18,3,Medical,1,1,Male,92,2,2,Manufacturing Director,3,Married,3718,20256,0,Y,No,17,3,3,80,1,4,2,3,6,2,3,5
26,22,No,Travel_Frequently,1499,Sales,23,2,Other,1,4,Male,58,3,2,Sales Executive,4,Married,9394,22669,0,Y,No,18,3,2,80,0,10,3,3,2,1,2,4
27,18,No,Travel_Rarely,1499,Research & Development,18,1,Life Sciences,1,4,Male,100,4,2,Sales Executive,1,Married,2385,26675,3,Y,No,13,3,2,80,1,0,3,3,2,8,2,7
28,22,No,Travel_Rarely,1273,Sales,5,4,Life Sciences,1,2,Female,100,3,1,Research Director,4,Single,4236,21140,3,Y,No,14,3,3,80,1,16,5,3,7,6,9,1
29,49,No,Travel_Frequently,344,Research & Development,13,1,Life Sciences,1,3,Male,42,3,4,Healthcare Representative,4,Married,5470,9167,0,Y,No,13,3,4,80,0,9,3,3,7,1,9,0
30,33,No,Travel_Rarely,1228,Human Resources,2,4,Life Sciences,1,4,Male,77,3,2,Healthcare Representative,2,Married,5815,24488,0,Y,No,12,4,3,80,1,7,3,2,7,1,1,2
31,18,No,Travel_Rarely,951,Research & Development,7,2,Marketing,1,3,Male,100,2,2,Sales Executive,3,Married,2221,17003,1,Y,No,16,3,1,80,0,11,2,3,7,4,0,14
32,37,No,Travel_Rarely,880,Sales,12,2,Medical,1,4,Male,100,3,2,Laboratory Technician,4,Single,6040,9843,1,Y,Yes,19,3,3,80,0,22,3,2,28,1,0,2
33,18,No,Travel_Rarely,159,Sales,17,3,Medical,1,4,Female,82,4,5,Sales Executive,1,Married,5095,5771,1,Y,No,14,3,1,80,0,31,3,3,31,4,1,2
34,40,Yes,Travel_Rarely,1419,Sales,13,1,Medical,1,3,Male,77,3,2,Sales Representative,3,Married,1581,17644,4,Y,No,13,3,3,80,0,1,2,3,3,0,15,1
35,33,No,Travel_Rarely,691,Research & Development,12,4,Medical,1,2,Male,95,4,2,Research Scientist,1,Married,3706,25365,3,Y,No,16,3,2,80,1,13,2,3,4,5,9,0
36,18,No,Travel_Frequently,665,Sales,9,3,Life Sciences,1,2,Male,64,1,2,Healthcare Representative,2,Married,1854,26481,8,Y,Yes,13,4,2,80,2,9,1,3,39,2,1,2
37,23,No,Non-Travel,832,Sales,8,4,Medical,1,3,Male,100,3,2,Research Scientist,3,Married,12712,2797,6,Y,No,14,3,4,80,0,6,2,3,27,1,7,4
38,29,No,Travel_Rarely,1108,Research & Development,11,1,Life Sciences,1,4,Female,96,2,2,Human Resources,4,Married,3132,20625,0,Y,No,12,3,3,80,0,0,4,3,2,2,6,7
39,44,No,Travel_Frequently,164,Sales,15,4,Medical,1,3,Female,91,2,3,Sales Executive,4,Divorced,5546,6077,0,Y,No,17,4,4,80,1,10,4,3,3,1,0,1
40,22,No,Travel_Rarely,885,Research & Development,23,2,Medical,1,1,Male,89,3,3,Sales Executive,3,Married,3804,16775,9,Y,No,16,3,1,80,1,10,2,3,5,5,10,6
41,42,No,Travel_Frequently,421,Sales,1,3,Life Sciences,1,4,Female,44,4,1,Sales Executive,4,Divorced,1594,13294,5,Y,No,14,3,4,80,2,12,5,3,3,2,5,11
42,39,No,Travel_Frequently,354,Research & Development,14,1,Marketing,1,4,Female,100,3,1,Laboratory Technician,3,Married,2616,3848,7,Y,No,24,3,4,80,0,4,6,4,4,6,0,7
43,20,No,Travel_Rarely,463,Human Resources,4,1,Life Sciences,1,3,Male,62,2,1,Sales Representative,2,Married,4115,20361,8,Y,No,25,4,1,80,1,14,4,2,4,4,0,1
44,18,No,Travel_Frequently,552,Sales,4,2,Medical,1,3,Male,100,2,2,Research Scientist,4,Married,2116,16424,8,Y,No,25,4,1,80,0,22,3,3,7,2,1,2
45,27,No,Travel_Rarely,1285,Research & Development,13,3,Human Resources,1,2,Female,91,3,2,Sales Representative,3,Divorced,10828,2094,3,Y,No,25,4,3,80,2,34,3,2,7,1,15,1
46,32,No,Travel_Rarely,735,Research & Development,9,3,Life Sciences,1,3,Male,100,2,1,Research Scientist,3,Single,7878,25914,0,Y,No,16,3,4,80,0,31,3,3,11,2,10,2
47,26,No,Non-Travel,660,Research & Development,1,4,Medical,1,4,Female,100,3,1,Manufacturing Director,3,Divorced,4644,26999,1,Y,No,20,3,2,80,2,0,6,3,27,6,15,2
48,25,Yes,Non-Travel,1499,Research & Development,1,1,Life Sciences,1,1,Male,81,3,4,Manufacturing Director,1,Married,19999,10559,1,Y,No,15,3,2,80,2,25,5,2,2,1,0,2
49,26,No,Travel_Rarely,1338,Sales,3,2,Life Sciences,1,1,Female,100,4,1,Human Resources,1,Divorced,2175,24263,0,Y,No,22,3,4,80,2,19,3,2,7,2,2,4
50,20,No,Travel_Rarely,376,Research & Development,8,3,Medical,1,4,Female,64,2,2,Sales Representative,1,Married,2056,8414,9,Y,No,15,3,3,80,1,9,1,3,12,1,0,8
51,27,No,Travel_Rarely,1486,Sales,21,3,Medical,1,2,Male,39,3,5,Research Scientist,3,Single,7510,16842,2,Y,No,16,3,3,80,0,4,3,3,12,0,9,6
52,31,No,Travel_Rarely,1499,Sales,4,2,Medical,1,1,Male,61,3,4,Manufacturing Director,3,Married,5301,24230,3,Y,No,23,4,2,80,0,18,3,3,3,6,0,2
53,18,No,Travel_Rarely,1004,Sales,12,4,Life Sciences,1,4,Female,90,1,3,Laboratory Technician,4,Married,4440,13462,9,Y,No,23,3,2,80,3,9,4,2,4,1,1,5
54,37,No,Non-Travel,919,Sales,1,2,Life Sciences,1,1,Female,92,3,3,Laboratory Technician,4,Married,2154,26999,1,Y,Yes,19,3,2,80,1,32,3,3,6,1,1,2
55,36,No,Travel_Rarely,784,Sales,9,1,Life Sciences,1,2,Female,48,3,2,Sales Representative,3,Married,7024,21719,1,Y,Yes,22,3,3,80,1,5,3,3,23,1,2,2
56,36,No,Non-Travel,871,Research & Development,7,1,Medical,1,2,Female,100,3,2,Laboratory Technician,1,Married,4837,3997,1,Y,No,25,3,3,80,1,9,3,3,12,3,8,2
57,28,No,Travel_Frequently,1499,Sales,6,3,Other,1,2,Male,100,3,3,Sales Executive,3,Married,12539,2094,1,Y,No,17,3,2,80,0,5,3,3,9,1,1,2
58,39,Yes,Non-Travel,700,Research & Development,1,3,Life Sciences,1,3,Male,100,2,2,Laboratory Technician,1,Married,1394,5943,0,Y,Yes,13,3,3,80,3,38,3,3,3,2,2,14
59,27,No,Travel_Frequently,300,Sales,17,1,Technical Degree,1,4,Male,100,1,4,Laboratory Technician,2,Married,4316,23183,1,Y,Yes,21,3,3,80,0,19,4,4,9,0,1,2
60,42,No,Non-Travel,785,Sales,2,3,Marketing,1,1,Male,57,3,2,Manager,1,Married,3002,21932,8,Y,Yes,12,3,3,80,0,11,3,3,6,2,0,2
61,38,No,Non-Travel,1280,Research & Development,1,3,Human Resources,1,1,Female,53,4,2,Laboratory Technician,4,Married,2474,17764,1,Y,No,24,3,2,80,2,9,3,3,8,2,2,1
62,24,No,Travel_Rarely,846,Sales,2,4,Medical,1,3,Female,75,2,1,Laboratory Technician,3,Married,5162,6838,6,Y,No,13,3,4,80,0,20,3,3,7,2,10,6
63,28,No,Travel_Frequently,1196,Research & Development,4,2,Technical Degree,1,4,Female,85,2,2,Sales Executive,3,Married,2049,5596,8,Y,No,17,3,1,80,0,9,3,3,4,3,15,6
64,41,Yes,Travel_Rarely,955,Sales,11,3,Medical,1,2,Female,47,3,2,Research Scientist,3,Married,4046,10622,3,Y,No,12,3,2,80,2,10,1,3,9,2,15,8
65,28,No,Travel_Frequently,102,Research & Development,8,4,Medical,1,3,Female,63,3,1,Manufacturing Director,2,Divorced,2613,3639,4,Y,Yes,18,4,3,80,2,4,5,3,6,2,0,12
66,44,No,Travel_Frequently,883,Research & Development,16,1,Life Sciences,1,3,Female,47,3,2,Research Scientist,1,Married,6348,15507,3,Y,Yes,20,3,4,80,1,26,5,1,29,0,7,0
67,21,No,Travel_Rarely,1025,Human Resources,5,3,Medical,1,4,Female,60,2,1,Laboratory Technician,1,Married,3462,23484,2,Y,No,25,4,2,80,1,40,3,3,4,2,0,2
68,29,No,Travel_Rarely,893,Research & Development,1,2,Marketing,1,1,Male,87,3,1,Laboratory Technician,3,Single,6519,26647,0,Y,No,18,4,1,80,0,16,3,3,5,5,1,2
69,30,No,Travel_Rarely,1499,Sales,1,3,Life Sciences,1,4,Female,54,2,3,Research Scientist,3,Single,4652,15663,3,Y,No,17,3,1,80,1,1,3,2,8,2,2,7
70,25,No,Travel_Rarely,1318,Sales,1,2,Medical,1,4,Female,59,3,2,Manufacturing Director,2,Divorced,1974,21510,6,Y,No,23,3,4,80,1,9,4,3,4,5,15,8
