Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,18,No,Travel_Frequently,741,Research & Development,18,1,Medical,1,4,Male,93,4,1,Healthcare Representative,4,Married,8104,26999,7,Y,No,16,3,4,80,2,15,0,3,8,4,1,0
1,26,No,Travel_Rarely,1034,Research & Development,1,4,Technical Degree,1,4,Female,97,3,4,Sales Executive,4,Married,16000,25537,1,Y,No,16,3,3,80,0,9,2,4,2,0,4,9
2,41,No,Travel_Rarely,1020,Research & Development,6,3,Life Sciences,1,1,Male,37,3,1,Human Resources,2,Married,3993,26999,1,Y,No,24,3,3,80,2,15,1,3,5,18,0,2
3,19,No,Travel_Rarely,143,Research & Development,2,3,Life Sciences,1,1,Male,100,4,1,Research Scientist,1,Divorced,3857,26999,7,Y,No,25,3,1,80,0,12,2,3,4,0,0,9
4,35,No,Travel_Rarely,403,Research & Development,14,4,Medical,1,4,Male,83,3,1,Research Scientist,3,Married,2481,5158,4,Y,No,25,3,1,80,2,29,5,3,12,8,0,0
5,29,Yes,Non-Travel,1475,Research & Development,14,4,Technical Degree,1,2,Male,97,3,1,Sales Representative,4,Married,7400,23671,0,Y,No,25,3,4,80,1,19,2,3,4,16,4,1
6,51,No,Travel_Rarely,102,Research & Development,17,4,Medical,1,3,Female,100,3,1,Research Scientist,2,Married,7481,5890,1,Y,No,25,3,4,80,1,10,2,3,12,2,5,7
7,35,No,Travel_Rarely,939,Research & Development,20,3,Marketing,1,4,Female,89,3,2,Laboratory Technician,2,Married,4438,21359,2,Y,No,16,3,3,80,0,30,0,2,3,3,0,0
8,44,Yes,Travel_Rarely,102,Sales,1,4,Life Sciences,1,4,Male,72,3,1,Research Director,4,Married,2986,10435,4,Y,No,15,3,3,80,0,40,3,1,10,18,0,1
9,18,Yes,Travel_Rarely,1038,Research & Development,13,3,Technical Degree,1,3,Male,79,3,4,Laboratory Technician,2,Married,10812,26999,4,Y,No,14,3,3,80,0,8,3,3,12,4,4,1
10,33,No,Travel_Rarely,1023,Sales,15,4,Life Sciences,1,3,Male,71,3,1,Research Scientist,3,Married,3629,16029,3,Y,Yes,25,3,3,80,1,40,5,3,5,5,1,5
11,18,No,Travel_Rarely,816,Research & Development,8,3,Life Sciences,1,2,Male,90,3,1,Laboratory Technician,3,Married,7116,15817,9,Y,No,17,3,3,80,1,14,3,3,9,1,4,8
12,26,Yes,Travel_Rarely,102,Sales,18,3,Medical,1,1,Male,56,3,1,Research Director,2,Married,4805,11726,4,Y,No,22,3,3,80,2,15,0,3,0,8,0,3
13,29,No,Non-Travel,484,Research & Development,2,4,Life Sciences,1,4,Male,52,3,2,Research Director,2,Married,2764,26999,5,Y,No,25,4,3,80,0,11,5,3,7,8,0,3
14,34,No,Travel_Rarely,973,Research & Development,6,4,Other,1,1,Male,59,3,3,Sales Representative,1,Married,11712,21256,4,Y,No,16,3,3,80,1,12,2,3,2,16,6,6
15,20,No,Travel_Rarely,1448,Research & Development,9,2,Medical,1,2,Female,93,3,3,Manager,2,Married,8884,11263,4,Y,No,18,3,1,80,1,40,2,3,3,8,0,2
16,18,No,Travel_Rarely,1255,Research & Development,2,3,Medical,1,1,Male,86,4,5,Healthcare Representative,4,Single,7431,22353,7,Y,No,25,3,3,80,0,20,2,4,3,2,0,4
17,23,Yes,Travel_Rarely,227,Sales,2,4,Life Sciences,1,1,Male,38,3,1,Research Scientist,3,Single,4552,21311,1,Y,No,14,3,2,80,1,10,3,2,3,4,3,5
18,18,No,Travel_Rarely,276,Research & Development,12,3,Life Sciences,1,1,Male,100,3,1,Research Scientist,4,Single,1664,21436,5,Y,No,17,3,2,80,1,5,3,2,11,6,0,5
19,47,No,Travel_Rarely,193,Research & Development,16,4,Life Sciences,1,2,Female,88,4,1,Manufacturing Director,3,Single,3300,24390,5,Y,No,14,3,3,80,0,20,3,2,12,3,0,1
20,31,No,Travel_Frequently,657,Research & Development,13,3,Marketing,1,4,Male,81,3,4,Research Director,2,Married,8080,11753,8,Y,No,16,3,3,80,0,40,1,3,4,2,2,5
21,38,No,Travel_Frequently,1313,Research & Development,6,1,Technical Degree,1,2,Female,74,3,2,Laboratory Technician,3,Married,8983,26999,1,Y,No,14,3,1,80,3,7,4,2,7,18,0,3
22,18,Yes,Travel_Rarely,102,Sales,13,1,Technical Degree,1,4,Male,99,4,1,Manager,3,Married,12533,23550,1,Y,No,21,3,4,80,0,28,2,1,2,3,0,1
23,40,No,Travel_Rarely,102,Sales,20,4,Life Sciences,1,3,Male,45,3,2,Sales Executive,4,Married,3976,23602,9,Y,No,17,4,3,80,2,14,2,3,4,1,0,8
24,21,Yes,Travel_Rarely,1144,Research & Development,19,3,Life Sciences,1,1,Male,74,3,3,Sales Executive,3,Married,4776,26999,3,Y,No,13,3,3,80,1,13,1,4,7,1,2,2
25,44,No,Travel_Rarely,132,Research & Development,20,2,Medical,1,3,Female,77,3,3,Research Scientist,3,Married,11722,18341,1,Y,No,25,3,3,80,0,39,2,3,15,2,5,7
26,22,No,Travel_Rarely,872,Research & Development,1,4,Medical,1,4,Male,100,3,1,Sales Executive,4,Married,7672,26999,3,Y,No,16,3,3,80,2,9,3,3,2,9,2,0
27,38,Yes,Travel_Rarely,969,Sales,2,2,Marketing,1,4,Male,87,3,2,Sales Executive,3,Married,9783,9798,4,Y,No,18,3,2,80,0,11,2,2,11,2,1,7
28,24,No,Travel_Rarely,1123,Sales,2,3,Life Sciences,1,2,Male,100,3,2,Sales Representative,4,Single,9190,8448,3,Y,No,21,3,3,80,0,36,2,3,7,2,0,2
29,19,No,Travel_Rarely,519,Sales,18,3,Life Sciences,1,4,Male,52,3,2,Laboratory Technician,2,Married,4049,23040,4,Y,No,25,4,3,80,1,0,2,2,6,6,5,7
30,45,No,Travel_Rarely,102,Research & Development,12,5,Life Sciences,1,4,Female,53,1,2,Research Scientist,2,Married,13799,21335,2,Y,No,16,3,2,80,0,26,4,3,1,3,0,5
31,34,No,Travel_Rarely,320,Research & Development,2,4,Life Sciences,1,3,Female,65,4,3,Manager,3,Married,11837,25434,4,Y,No,25,3,1,80,0,15,3,3,5,18,4,10
32,19,No,Travel_Rarely,1233,Human Resources,16,2,Life Sciences,1,4,Female,58,3,3,Research Scientist,4,Single,19999,26999,0,Y,Yes,20,3,4,80,0,12,1,3,16,3,0,2
33,23,Yes,Travel_Rarely,624,Research & Development,17,3,Life Sciences,1,4,Female,100,3,5,Healthcare Representative,3,Married,1755,23389,2,Y,No,25,3,2,80,0,14,5,2,13,6,3,2
34,21,No,Travel_Rarely,102,Research & Development,17,1,Human Resources,1,1,Male,70,1,4,Sales Executive,3,Married,2749,25178,3,Y,No,22,3,3,80,3,8,2,3,3,18,1,1
35,38,No,Non-Travel,1011,Sales,9,3,Marketing,1,4,Female,76,3,2,Research Scientist,4,Married,18039,26494,0,Y,No,17,3,2,80,1,5,2,3,7,11,1,2
36,56,No,Travel_Rarely,102,Research & Development,10,3,Life Sciences,1,3,Male,84,3,2,Research Scientist,4,Married,3549,26999,4,Y,No,23,3,3,80,0,11,2,3,1,2,1,0
37,18,No,Travel_Rarely,154,Research & Development,1,3,Medical,1,3,Male,47,3,4,Manager,4,Married,6081,12783,2,Y,No,25,3,3,80,0,11,2,3,8,3,0,7
38,33,No,Travel_Rarely,536,Research & Development,1,1,Technical Degree,1,4,Male,41,4,1,Sales Executive,3,Married,2248,17765,8,Y,No,25,3,3,80,1,7,3,1,11,2,0,1
39,49,Yes,Travel_Rarely,1057,Sales,14,3,Medical,1,2,Female,91,3,3,Laboratory Technician,2,Single,13909,24633,0,Y,Yes,23,3,3,80,0,15,4,2,10,5,0,2
40,38,Yes,Travel_Rarely,581,Research & Development,5,1,Life Sciences,1,4,Female,66,3,2,Research Scientist,2,Divorced,2495,26695,0,Y,No,25,3,3,80,0,9,2,4,6,6,1,2
41,34,No,Travel_Frequently,479,Human Resources,19,3,Life Sciences,1,2,Female,100,3,2,Research Scientist,2,Single,2744,23308,1,Y,No,16,3,3,80,0,32,2,3,3,7,0,2
42,18,No,Travel_Rarely,1113,Sales,1,3,Marketing,1,3,Male,69,3,1,Sales Executive,2,Divorced,4950,14710,2,Y,No,23,3,1,80,0,11,2,3,0,2,6,12
43,40,No,Travel_Frequently,102,Research & Development,1,3,Life Sciences,1,4,Male,95,3,4,Research Director,4,Married,1009,16305,1,Y,No,21,4,3,80,0,11,3,2,11,1,0,7
44,18,Yes,Travel_Rarely,962,Research & Development,1,3,Medical,1,4,Male,97,2,2,Research Scientist,2,Married,4225,26999,4,Y,No,25,3,3,80,1,8,0,3,7,5,2,2
45,31,No,Travel_Rarely,188,Research & Development,12,3,Medical,1,4,Male,43,3,5,Research Scientist,3,Married,6054,26999,1,Y,No,25,3,2,80,0,17,2,2,1,0,0,8
46,21,No,Travel_Rarely,722,Research & Development,11,4,Technical Degree,1,3,Male,58,4,1,Laboratory Technician,3,Single,6304,25962,1,Y,No,14,3,1,80,0,12,3,3,3,5,0,2
47,18,Yes,Travel_Frequently,240,Research & Development,17,2,Life Sciences,1,1,Male,100,3,2,Laboratory Technician,1,Married,4370,26999,2,Y,No,25,3,4,80,2,4,2,3,2,2,3,15
48,33,No,Travel_Rarely,901,Research & Development,2,3,Life Sciences,1,1,Female,100,3,3,Healthcare Representative,3,Married,3210,26999,4,Y,No,19,3,3,80,0,26,3,2,0,8,0,5
49,18,No,Travel_Rarely,1078,Research & Development,12,1,Medical,1,3,Female,84,3,3,Sales Executive,1,Married,4376,26299,2,Y,No,18,3,2,80,0,14,2,2,3,2,0,8
50,23,No,Travel_Rarely,358,Research & Development,16,3,Life Sciences,1,4,Male,35,1,1,Manufacturing Director,3,Divorced,13509,26999,0,Y,Yes,17,3,4,80,0,7,3,3,6,2,0,10
51,29,No,Travel_Frequently,283,Research & Development,27,3,Marketing,1,3,Male,100,3,3,Sales Executive,4,Married,7695,20345,1,Y,No,12,3,3,80,0,10,3,3,1,5,0,2
52,18,No,Travel_Rarely,102,Research & Development,26,3,Marketing,1,1,Male,63,3,4,Human Resources,3,Married,3055,20321,5,Y,Yes,25,3,4,80,1,17,2,2,3,7,4,5
53,18,Yes,Travel_Rarely,159,Sales,3,2,Life Sciences,1,1,Male,100,3,1,Manufacturing Director,4,Married,4040,17919,1,Y,No,24,3,3,80,0,12,6,2,4,12,1,1
54,30,No,Travel_Rarely,102,Sales,3,3,Medical,1,4,Female,87,4,4,Laboratory Technician,1,Single,3202,18787,5,Y,No,16,3,3,80,0,13,1,3,11,12,0,5
55,19,Yes,Travel_Rarely,577,Research & Development,11,2,Life Sciences,1,1,Female,100,3,1,Sales Executive,3,Married,5247,9867,1,Y,No,23,3,1,80,1,4,3,3,11,3,0,2
56,18,No,Travel_Rarely,1443,Research & Development,6,1,Marketing,1,2,Female,99,3,2,Research Scientist,1,Married,9025,26999,2,Y,No,15,3,2,80,1,4,3,4,0,8,0,1
57,24,No,Travel_Rarely,156,Research & Development,8,3,Life Sciences,1,3,Female,53,3,3,Laboratory Technician,4,Married,12147,11752,2,Y,No,17,3,3,80,3,7,2,3,6,12,0,7
58,18,No,Travel_Rarely,1308,Research & Development,8,3,Medical,1,4,Male,86,3,2,Research Scientist,2,Married,10484,18357,4,Y,No,15,3,2,80,0,13,4,3,2,3,0,2
59,19,Yes,Travel_Rarely,640,Sales,2,4,Medical,1,4,Male,82,2,4,Laboratory Technician,2,Married,7101,26999,3,Y,No,18,3,3,80,0,8,0,1,8,17,1,3
60,18,No,Travel_Rarely,932,Sales,10,2,Other,1,4,Female,84,2,4,Manager,3,Married,14735,18550,0,Y,Yes,22,3,4,80,1,3,6,2,9,10,1,2
61,26,No,Travel_Rarely,102,Research & Development,1,4,Life Sciences,1,4,Female,69,3,2,Sales Executive,2,Divorced,3648,26999,1,Y,No,17,3,2,80,1,7,2,3,3,2,0,6
62,27,No,Travel_Rarely,494,Research & Development,1,4,Medical,1,3,Male,94,2,4,Research Director,1,Married,3096,2094,3,Y,No,25,3,3,80,0,13,5,1,4,5,4,4
63,22,Yes,Travel_Rarely,306,Research & Development,6,3,Medical,1,1,Male,85,3,2,Laboratory Technician,3,Single,8421,26999,5,Y,No,16,3,3,80,2,12,6,2,5,3,0,4
64,44,No,Travel_Frequently,863,Research & Development,24,3,Technical Degree,1,1,Male,68,3,1,Healthcare Representative,4,Married,3023,24643,2,Y,No,25,3,2,80,0,16,2,2,1,6,1,4
65,45,No,Travel_Rarely,1499,Research & Development,25,4,Medical,1,4,Male,89,3,1,Research Scientist,4,Married,3790,16584,4,Y,No,18,3,2,80,1,12,2,3,3,5,0,2
66,48,No,Travel_Rarely,1002,Research & Development,9,4,Life Sciences,1,1,Female,94,3,1,Healthcare Representative,4,Divorced,7244,21262,2,Y,Yes,20,3,3,80,2,23,2,3,8,2,2,1
67,26,No,Travel_Frequently,102,Research & Development,20,2,Life Sciences,1,1,Female,94,3,1,Research Scientist,2,Married,4059,26999,3,Y,No,25,3,4,80,0,27,4,4,8,3,0,8
