StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
29-Jul-21,29-Nov-29,Production Technician I,EW,Active,Contract,Zone A,Part-Time,Involuntary,Almost across fly recent go.,Production       ,Field Operations,07-02-1984,MA,Technician,Female,38729,Asian,Married,Fully Meets,1
15-Apr-22,25-Nov-29,Director of Sales,BPC,Future Start,Contract,Zone C,Part-Time,Involuntary,Finish law price under.,Production       ,General - Sga,23-08-1993,MA,Flagger,Male,3822,Other,Single,Fully Meets,3
09-Jan-23,26-Mar-23,Production Technician I,PYZ,Future Start,Full-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Wireline Construction,16-11-1973,MA,Supervisor,Male,43534,Other,Divorced,Fully Meets,4
06-Nov-19,17-Feb-23,Production Technician I,BPC,Future Start,Contract,Zone C,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,Field Operations,02-04-1977,MA,Laborer,Male,52656,Asian,Divorced,Exceeds,3
11-Oct-20,10-Jan-23,Production Technician I,CCDR,Active,Part-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,23-11-1969,MA,Technician,Female,17613,White,Divorced,Fully Meets,3
15-Dec-20,07-Apr-23,Production Technician I,EW,Active,Contract,Zone B,Part-Time,Unk,Food few generation seek outside.,Production       ,General - Con,09-01-1997,MA,Technician,Male,90743,Asian,Widowed,Fully Meets,3
28-Oct-22,01-Jan-30,Production Technician I,PYZ,Active,Full-Time,Zone A,Part-Time,Involuntary,Everything discover represent full.,Production       ,General - Sga,01-01-1945,MA,Technician,Male,31855,White,Single,Fully Meets,2
11-May-21,30-Apr-23,Production Technician I,BPC,Active,Contract,Zone A,Temporary,Involuntary,Food few generation seek outside.,Production       ,General - Sga,08-07-1991,MA,Technician,Male,50195,Asian,Single,Fully Meets,1
07-Apr-20,01-Jan-30,Production Technician I,EW,Active,Part-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Con,08-11-1943,MA,Technician,Male,31796,Black,Married,Fully Meets,4
28-Aug-20,15-Jan-26,Production Technician I,WBL,Future Start,Full-Time,Zone B,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,12-06-1959,MA,Lineman,Female,36851,Other,Divorced,Fully Meets,4
07-Dec-19,20-Jan-21,Production Technician I,EW,Active,Part-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,IT/IS,General - Sga,23-03-1947,MA,Technician,Female,80359,Asian,Single,Fully Meets,3
09-Dec-18,18-Dec-29,Production Technician II,CCDR,Active,Full-Time,Zone C,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,General - Sga,11-10-1972,MA,Technician,Female,52992,White,Single,Exceeds,4
21-Nov-19,01-Jan-22,Production Technician I,EW,Future Start,Contract,Zone B,Temporary,Retirement,Fire necessary sing first traditional.,IT/IS,General - Con,16-04-1958,MA,Clerk,Female,12240,Asian,Widowed,Fully Meets,4
18-Jul-22,05-Dec-29,Production Technician I,EW,Active,Contract,Zone C,Part-Time,Involuntary,Food few generation seek outside.,IT/IS,Field Operations,02-09-1949,MA,Technician,Male,16482,Asian,Single,Fully Meets,4
14-Oct-19,25-Nov-29,Production Technician I,EW,Active,Full-Time,Zone B,Temporary,Involuntary,Food few generation seek outside.,IT/IS,Project Management - Con,09-11-1991,MA,Technician,Female,97893,Asian,Divorced,Fully Meets,3
27-Dec-19,03-Jul-22,Production Technician I,PYZ,Future Start,Contract,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,05-06-1960,MA,Foreman,Female,30060,Hispanic,Divorced,Fully Meets,3
15-Sep-20,02-Oct-21,Software Engineer,EW,Active,Part-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,Software Engineering,General - Sga,19-11-1967,MA,Technician,Female,78185,Asian,Married,Fully Meets,3
21-Jan-20,01-Jan-30,Area Sales Manager,EW,Active,Contract,Zone B,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Sales,General - Sga,22-02-1951,MA,Technician,Female,10009,Asian,Married,Needs Improvement,4
28-Jun-21,28-Jul-23,Production Technician I,BPC,Future Start,Part-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,Production       ,Yard (Material Handling),11-09-1957,MA,Foreman,Male,90182,Asian,Single,Fully Meets,5
08-Aug-20,01-Jan-30,Production Technician I,SVG,Active,Full-Time,Zone C,Part-Time,Unk,Food few generation seek outside.,Production       ,Field Operations,12-10-1952,MA,Technician,Female,40598,White,Widowed,Fully Meets,4
24-Sep-20,16-Dec-29,Production Technician I,SVG,Future Start,Part-Time,Zone B,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,14-06-1962,MA,Laborer,Female,78927,White,Single,Fully Meets,3
16-Jul-20,03-Apr-29,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,IT/IS,Field Operations,19-03-1974,MA,Technician,Male,1660,Asian,Married,Fully Meets,3
22-Jul-22,03-Jul-22,Network Engineer,EW,Active,Part-Time,Zone A,Part-Time,Voluntary,Food few generation seek outside.,Production       ,General - Sga,05-11-1964,MA,Technician,Female,58266,Black,Widowed,Fully Meets,4
25-Sep-22,14-Dec-29,Production Technician I,PYZ,Active,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,08-10-1950,MA,Technician,Male,20671,Black,Single,Fully Meets,2
25-Apr-21,03-Jul-22,Production Technician I,SVG,Future Start,Part-Time,Zone C,Part-Time,Involuntary,Positive far win six might.,Production       ,Splicing,10-05-1955,MA,Administrator,Female,39410,White,Single,Fully Meets,4
10-May-21,06-Jul-22,Production Technician I,EW,Future Start,Full-Time,Zone C,Part-Time,Retirement,Food few generation seek outside.,Production       ,Aerial,01-02-1956,MA,Foreman,Male,45565,Hispanic,Widowed,Fully Meets,5
13-Oct-22,23-Mar-23,Sr. Network Engineer,BPC,Active,Part-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,30-06-1951,MA,Technician,Female,27650,Hispanic,Married,Fully Meets,2
03-Jun-23,01-Jan-30,Production Technician I,CCDR,Future Start,Full-Time,Zone C,Temporary,Involuntary,Food few generation seek outside.,Production       ,Field Operations,10-04-1982,MA,Foreman,Female,30279,Asian,Married,Fully Meets,3
20-Mar-22,25-Apr-23,Production Technician I,SVG,Future Start,Contract,Zone B,Full-Time,Involuntary,Little imagine career he produce program.,Production       ,Splicing,01-04-1961,MA,Foreman,Male,10624,Asian,Divorced,Fully Meets,2
18-May-19,28-Dec-29,Production Technician I,BPC,Future Start,Full-Time,Zone B,Full-Time,Involuntary,Food few generation seek outside.,Production       ,General - Con,23-09-1964,MA,Project Manager,Female,29330,Asian,Married,Fully Meets,3
16-Mar-22,25-Dec-29,Production Technician I,EW,Active,Part-Time,Zone C,Full-Time,Unk,Food few generation seek outside.,Production       ,Field Operations,17-10-1967,MA,Technician,Male,15988,Asian,Widowed,Fully Meets,4
15-Feb-21,31-Dec-29,Area Sales Manager,EW,Active,Full-Time,Zone C,Part-Time,Involuntary,Food few generation seek outside.,Sales,Field Operations,21-07-1985,MA,Technician,Male,31798,Hispanic,Single,Fully Meets,3
24-Jul-22,01-Jan-30,Production Technician I,PYZ,Future Start,Contract,Zone A,Part-Time,Unk,Food few generation seek outside.,Production       ,General - Sga,25-03-1989,MA,Laborer,Female,29327,White,Widowed,Fully Meets,1
23-Jun-20,26-Dec-29,Production Technician II,SVG,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Involuntary,Appear reality artist there understand.,Sales,General - Sga,03-07-1950,MA,Technician,Female,62551,White,Single,Fully Meets,4
05-Jan-23,01-Apr-23,Production Technician I,WBL,Active,Full-Time,Zone C,Full-Time,Involuntary,Food few generation seek outside.,Production       ,General - Con,14-06-1970,MA,Technician,Female,46459,Asian,Married,Fully Meets,3
07-Apr-19,13-Sep-22,Production Technician I,CCDR,Active,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Engineers,31-12-1978,MA,Technician,Male,1015,Other,Married,Fully Meets,2
12-Feb-20,25-Dec-18,Software Engineer,EW,Future Start,Full-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Software Engineering,Field Operations,03-06-1959,MA,Laborer,Female,54584,White,Married,Fully Meets,4
30-Mar-22,25-Jun-23,Production Technician I,EW,Active,Part-Time,Zone A,Temporary,Involuntary,Food few generation seek outside.,Production       ,Splicing,10-05-1943,MA,Technician,Female,16560,White,Single,Fully Meets,1
13-Aug-21,19-Jun-24,Production Technician II,BPC,Future Start,Part-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Sga,11-01-1972,AZ,Engineer,Male,2473,Hispanic,Divorced,Fully Meets,2
01-Jun-22,27-Mar-23,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Resignation,Food few generation seek outside.,Production       ,General - Sga,20-05-1976,MA,Technician,Female,21663,Asian,Widowed,Fully Meets,3
03-Sep-22,19-Apr-23,Production Technician I,MSC,Leave of Absence,Contract,Zone B,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,General - Sga,13-08-1950,MA,Technician,Female,37689,Other,Divorced,Exceeds,4
13-Sep-22,18-Jun-23,Production Technician I,MSC,Future Start,Part-Time,Zone A,Part-Time,Involuntary,Remember teacher produce use voice.,Production       ,General - Sga,19-05-1982,MA,Laborer,Female,25251,Hispanic,Single,Fully Meets,4
30-Jan-23,01-Jan-30,Production Technician I,EW,Future Start,Contract,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,Engineers,29-06-1964,MA,Foreman,Female,44122,White,Married,Fully Meets,3
25-Oct-20,28-Dec-29,Production Manager,EW,Active,Full-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,IT/IS,General - Sga,19-08-1987,MA,Technician,Male,11878,Asian,Divorced,Fully Meets,4
23-Nov-21,30-Dec-29,Production Technician I,EW,Active,Part-Time,Zone B,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,General - Sga,06-03-1956,MA,Technician,Female,13895,Hispanic,Single,Needs Improvement,2
05-Jul-19,22-Feb-22,Production Manager,PYZ,Future Start,Part-Time,Zone C,Full-Time,Voluntary,Great relate within you. Red bill unit school.,Production       ,Aerial,01-05-1963,MA,Lineman,Female,32527,Asian,Widowed,Exceeds,3
04-Jun-20,26-Dec-29,Production Technician I,EW,Active,Full-Time,Zone C,Part-Time,Involuntary,Great relate within you. Red bill unit school.,Production       ,General - Sga,07-06-1952,MA,Technician,Female,43831,Black,Single,Needs Improvement,2
23-Jul-22,15-Dec-29,Production Technician I,CCDR,Future Start,Full-Time,Zone A,Full-Time,Involuntary,Food few generation seek outside.,Production       ,Field Operations,29-05-1976,MA,Vp,Male,69035,Asian,Married,Fully Meets,4
03-Nov-22,01-Jan-30,Production Technician I,EW,Future Start,Full-Time,Zone A,Part-Time,Involuntary,Food few generation seek outside.,Production       ,General - Con,04-09-1964,MA,Foreman,Male,83916,Other,Married,Fully Meets,3
