,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_19,month_5,day_6,season_1,235,20,13,38,237.202,95,0,education_1,son_0,0,1,pet_0,104,167,32,5
1,reason_0,month_9,day_5,season_3,259,46,9,27,222.21,91,0,education_1,son_4,1,1,pet_0,92,175,23,1
2,reason_0,month_6,day_3,season_1,371,22,11,36,294.393,95,0,education_1,son_1,0,0,pet_0,86,174,25,5
3,reason_28,month_9,day_5,season_4,180,23,14,30,227.497,99,0,education_1,son_4,0,1,pet_1,56,174,25,3
4,reason_23,month_7,day_5,season_1,131,52,12,46,213.503,97,0,education_1,son_0,1,0,pet_0,87,169,30,2
5,reason_19,month_3,day_2,season_1,194,14,14,47,262.989,90,0,education_1,son_1,0,0,pet_5,68,172,24,2
6,reason_25,month_7,day_4,season_3,183,27,10,55,228.742,94,0,education_2,son_1,0,0,pet_0,108,169,19,1
7,reason_11,month_5,day_3,season_3,174,25,11,49,205.917,96,0,education_2,son_1,0,0,pet_4,76,175,22,3
8,reason_23,month_2,day_4,season_3,271,52,16,40,205.917,96,0,education_1,son_0,1,0,pet_2,65,174,19,5
9,reason_28,month_2,day_2,season_1,239,16,17,53,212.388,89,0,education_2,son_0,0,0,pet_0,56,172,31,6
10,reason_19,month_8,day_3,season_2,275,52,16,44,205.917,96,1,education_3,son_1,0,0,pet_0,95,171,31,5
11,reason_24,month_5,day_6,season_4,268,47,16,36,328.918,92,0,education_1,son_1,1,1,pet_2,70,170,24,4
12,reason_2,month_9,day_3,season_3,249,21,18,36,245.879,94,0,education_2,son_1,0,1,pet_2,86,174,23,6
13,reason_24,month_11,day_3,season_2,183,23,19,57,241.693,91,0,education_1,son_0,0,0,pet_2,76,171,25,2
14,reason_22,month_6,day_3,season_1,269,51,18,35,218.964,98,0,education_1,son_1,1,0,pet_0,66,166,24,2
15,reason_21,month_12,day_6,season_2,146,46,11,38,235.025,90,0,education_1,son_0,1,0,pet_1,99,170,22,3
16,reason_10,month_2,day_5,season_1,377,49,15,36,338.538,96,0,education_1,son_0,1,0,pet_1,89,174,31,5
17,reason_19,month_8,day_2,season_3,245,34,10,36,254.241,95,0,education_1,son_1,0,0,pet_0,63,175,29,9
18,reason_23,month_4,day_3,season_3,170,51,18,28,239.418,97,0,education_2,son_0,1,0,pet_2,72,170,32,4
19,reason_13,month_3,day_2,season_3,170,17,11,37,207.19,93,0,education_1,son_1,0,0,pet_0,77,173,38,6
20,reason_28,month_11,day_5,season_3,279,23,17,39,334.028,97,1,education_1,son_1,1,0,pet_0,65,175,23,0
21,reason_28,month_7,day_6,season_3,388,20,15,33,205.917,81,0,education_2,son_2,1,0,pet_0,87,175,31,8
