Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,33,Yes,Travel_Rarely,654,Sales,8,5,Life Sciences,1,3,Female,37,3,1,Sales Executive,4,Single,3874,14163,1,Y,Yes,11,3,3,80,0,10,2,3,10,3,8,7
1,39,No,Travel_Rarely,1206,Human Resources,3,5,Human Resources,1,2,Female,91,3,4,Manager,4,Divorced,15075,19390,1,Y,No,13,3,4,80,0,21,6,2,21,10,4,5
2,40,No,Travel_Frequently,487,Human Resources,1,5,Human Resources,1,1,Male,61,3,2,Sales Executive,3,Married,6374,21510,4,Y,No,16,3,1,80,1,16,2,2,4,2,1,2
3,37,No,Travel_Frequently,893,Sales,2,5,Human Resources,1,3,Male,44,2,1,Sales Executive,2,Married,3233,21525,0,Y,No,21,4,4,80,1,15,3,3,12,8,6,7
4,40,No,Non-Travel,781,Sales,23,5,Marketing,1,1,Female,44,1,1,Sales Executive,4,Married,3387,11120,3,Y,No,15,3,2,80,1,15,2,2,10,7,4,3
5,33,No,Travel_Rarely,1130,Human Resources,17,5,Human Resources,1,3,Male,53,3,3,Sales Executive,4,Married,8293,10260,1,Y,No,22,4,3,80,1,10,6,3,10,8,1,7
6,34,No,Non-Travel,140,Research & Development,5,3,Life Sciences,1,3,Male,73,3,1,Laboratory Technician,1,Single,2588,9723,0,Y,No,18,3,1,80,0,6,5,3,5,3,1,3
7,27,Yes,Travel_Frequently,932,Research & Development,6,5,Human Resources,1,3,Male,75,3,1,Laboratory Technician,3,Married,3717,6244,5,Y,Yes,16,3,2,80,1,9,3,3,7,6,4,7
8,37,No,Travel_Rarely,470,Research & Development,2,5,Human Resources,1,4,Male,58,3,1,Research Scientist,4,Married,3166,19484,1,Y,No,18,3,1,80,1,6,2,2,6,4,1,3
9,28,No,Travel_Rarely,749,Human Resources,8,5,Human Resources,1,1,Female,84,3,2,Sales Executive,3,Divorced,5021,24221,1,Y,No,13,3,4,80,1,6,5,3,6,2,0,4
10,45,No,Travel_Rarely,623,Human Resources,4,4,Human Resources,1,3,Male,63,4,3,Healthcare Representative,1,Married,8226,10124,2,Y,No,15,3,4,80,3,11,3,3,7,5,2,5
11,52,No,Travel_Rarely,940,Human Resources,2,5,Human Resources,1,3,Male,64,1,4,Sales Executive,4,Divorced,13495,20104,5,Y,Yes,14,3,2,80,1,22,4,3,11,7,7,8
12,49,No,Travel_Frequently,921,Research & Development,5,5,Medical,1,4,Female,37,2,1,Research Scientist,4,Single,3613,5387,4,Y,No,13,3,2,80,0,9,3,2,2,2,2,2
13,36,No,Travel_Rarely,429,Research & Development,12,5,Life Sciences,1,1,Male,39,3,1,Laboratory Technician,4,Single,2507,6682,4,Y,No,13,3,4,80,0,7,2,3,4,2,1,2
14,34,No,Travel_Rarely,636,Human Resources,4,5,Life Sciences,1,4,Male,49,3,3,Sales Executive,4,Single,8937,20276,0,Y,Yes,13,3,4,80,0,9,6,3,8,7,1,7
15,36,No,Travel_Rarely,692,Human Resources,11,5,Other,1,2,Male,50,2,4,Sales Executive,2,Married,12918,14145,3,Y,No,15,3,4,80,1,16,3,2,3,2,2,2
16,19,No,Non-Travel,614,Research & Development,2,3,Technical Degree,1,3,Female,70,3,1,Research Scientist,1,Single,1902,9073,1,Y,No,13,3,2,80,0,1,5,3,0,0,0,0
17,36,No,Travel_Rarely,1138,Research & Development,3,5,Technical Degree,1,3,Male,87,3,1,Laboratory Technician,4,Married,3142,11668,8,Y,No,17,3,1,80,1,9,3,2,7,6,0,7
18,35,No,Travel_Frequently,578,Human Resources,8,2,Marketing,1,4,Female,67,3,2,Laboratory Technician,1,Single,5028,24136,7,Y,No,12,3,1,80,0,9,2,2,5,4,1,3
19,52,No,Travel_Rarely,1139,Research & Development,9,3,Human Resources,1,1,Male,83,3,1,Research Scientist,2,Married,3209,21362,4,Y,No,14,3,1,80,1,9,4,2,3,2,1,2
20,31,No,Non-Travel,1137,Sales,5,5,Technical Degree,1,2,Male,57,3,1,Sales Representative,3,Married,2784,13843,2,Y,Yes,14,3,3,80,1,10,3,3,4,4,1,3
21,39,No,Travel_Rarely,660,Research & Development,7,3,Life Sciences,1,4,Male,58,3,1,Laboratory Technician,1,Single,2557,22285,0,Y,Yes,13,3,2,80,0,6,5,3,3,2,0,2
22,46,No,Travel_Rarely,415,Research & Development,5,4,Medical,1,4,Female,61,2,2,Sales Executive,1,Married,10024,20718,3,Y,Yes,19,4,2,80,1,19,3,3,9,7,1,3
23,35,No,Travel_Rarely,489,Human Resources,5,3,Marketing,1,2,Male,87,4,5,Sales Executive,1,Married,7649,5817,1,Y,No,13,3,1,80,0,16,3,2,15,2,0,8
24,31,Yes,Travel_Rarely,387,Sales,19,5,Human Resources,1,3,Female,51,3,1,Sales Representative,4,Divorced,2688,8008,1,Y,Yes,15,3,1,80,0,3,3,2,4,2,2,2
25,28,No,Travel_Rarely,493,Research & Development,16,5,Life Sciences,1,2,Male,66,3,1,Research Scientist,4,Single,2886,12746,1,Y,No,14,3,2,80,0,8,3,3,8,7,1,2
26,29,No,Travel_Frequently,985,Research & Development,4,5,Human Resources,1,4,Male,81,1,1,Research Scientist,3,Married,3198,20000,6,Y,No,20,4,2,80,2,10,3,2,5,3,1,3
27,34,No,Travel_Rarely,580,Human Resources,4,5,Human Resources,1,3,Male,38,3,3,Sales Executive,4,Divorced,8366,19655,1,Y,Yes,17,3,2,80,0,10,3,2,10,8,2,8
28,35,No,Travel_Rarely,1151,Research & Development,14,3,Human Resources,1,2,Male,85,2,2,Healthcare Representative,1,Divorced,6793,20772,4,Y,No,16,3,3,80,2,12,2,2,4,2,1,3
29,45,No,Travel_Rarely,655,Human Resources,2,5,Human Resources,1,3,Male,58,2,3,Sales Executive,4,Married,8573,7413,9,Y,No,12,3,3,80,0,23,3,4,10,9,6,7
