,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_0,month_9,day_2,season_1,118,52,1,58,205.917,100,0,education_1,son_1,0,1,pet_5,108,163,38,120
1,reason_0,month_9,day_2,season_1,118,52,29,58,205.917,100,0,education_1,son_1,0,1,pet_5,108,163,38,120
2,reason_0,month_9,day_2,season_3,118,5,1,27,378.884,81,0,education_1,son_2,1,0,pet_0,108,196,38,120
3,reason_0,month_8,day_2,season_3,118,5,1,58,205.917,100,0,education_3,son_0,0,0,pet_0,56,196,19,0
4,reason_8,month_0,day_2,season_3,118,5,1,58,205.917,91,0,education_3,son_0,0,0,pet_0,56,196,19,0
5,reason_22,month_10,day_3,season_4,225,26,9,28,264.648,93,0,education_1,son_1,0,0,pet_2,69,168,24,1
6,reason_0,month_9,day_2,season_1,388,52,1,58,205.917,100,1,education_1,son_1,0,1,pet_5,108,163,38,0
7,reason_28,month_9,day_3,season_1,347,52,4,27,364.425,81,0,education_1,son_1,1,0,pet_4,71,172,30,8
8,reason_9,month_0,day_5,season_4,388,5,29,58,378.884,81,0,education_1,son_0,0,0,pet_2,108,196,38,0
9,reason_9,month_9,day_2,season_4,388,5,29,58,378.884,81,0,education_1,son_1,0,0,pet_2,108,163,38,120
10,reason_25,month_5,day_3,season_1,118,11,14,37,242.966,93,0,education_1,son_2,1,0,pet_0,96,185,25,51
11,reason_0,month_8,day_2,season_1,179,15,5,28,279.243,97,0,education_2,son_0,0,0,pet_0,88,185,27,44
12,reason_9,month_9,day_2,season_3,118,5,1,58,205.917,81,0,education_3,son_0,0,0,pet_0,56,196,19,0
13,reason_0,month_9,day_4,season_3,388,5,29,58,378.884,81,1,education_1,son_2,0,0,pet_4,56,196,19,0
14,reason_0,month_9,day_2,season_1,388,52,1,27,205.917,81,0,education_1,son_1,1,0,pet_0,108,196,38,0
15,reason_9,month_9,day_2,season_4,388,5,29,58,378.884,81,0,education_1,son_0,0,0,pet_2,108,196,38,120
16,reason_0,month_0,day_4,season_3,388,5,29,58,378.884,100,1,education_1,son_2,0,1,pet_4,56,196,19,0
17,reason_27,month_11,day_2,season_1,387,5,15,53,338.163,99,0,education_1,son_2,1,1,pet_0,67,163,28,8
18,reason_9,month_9,day_3,season_1,388,5,29,58,205.917,81,0,education_1,son_2,0,0,pet_1,56,163,19,120
19,reason_0,month_0,day_4,season_3,388,51,29,58,378.884,81,1,education_1,son_2,0,0,pet_4,56,196,19,0
20,reason_0,month_9,day_2,season_3,118,5,1,58,205.917,100,0,education_3,son_0,0,0,pet_0,56,196,19,0
21,reason_9,month_0,day_2,season_3,118,5,1,58,205.917,81,0,education_3,son_0,0,0,pet_0,56,196,19,120
22,reason_23,month_7,day_3,season_3,179,25,16,40,268.32,97,0,education_1,son_0,1,0,pet_0,74,171,28,1
23,reason_9,month_9,day_2,season_1,388,52,1,27,205.917,100,0,education_1,son_1,1,0,pet_4,108,196,19,120
24,reason_0,month_0,day_4,season_3,388,5,29,58,378.884,100,1,education_1,son_2,0,0,pet_4,56,196,19,0
25,reason_9,month_0,day_2,season_3,118,5,1,58,205.917,81,0,education_3,son_0,0,0,pet_0,56,196,19,0
26,reason_0,month_9,day_2,season_3,388,52,1,58,378.884,81,1,education_1,son_1,0,1,pet_5,108,163,38,0
27,reason_9,month_9,day_6,season_3,118,5,1,58,205.917,97,0,education_3,son_0,0,0,pet_0,56,196,19,0
28,reason_9,month_9,day_2,season_1,388,5,1,58,205.917,100,0,education_1,son_1,0,1,pet_5,108,163,38,120
29,reason_22,month_4,day_6,season_3,252,13,13,35,263.6,95,0,education_3,son_1,0,0,pet_1,81,171,29,8
30,reason_0,month_0,day_2,season_3,118,5,1,58,205.917,100,0,education_3,son_0,0,0,pet_0,56,196,19,0
31,reason_9,month_9,day_2,season_1,118,5,28,58,205.917,81,0,education_1,son_0,0,0,pet_0,56,185,38,120
32,reason_0,month_9,day_3,season_4,388,5,1,58,378.884,81,0,education_1,son_1,1,0,pet_0,56,178,19,120
33,reason_0,month_0,day_2,season_3,118,5,1,58,205.917,81,0,education_3,son_0,0,0,pet_0,56,196,19,0
34,reason_9,month_0,day_2,season_2,388,5,29,27,378.884,100,0,education_3,son_1,1,0,pet_0,108,196,38,120
35,reason_9,month_0,day_2,season_2,388,5,1,58,378.884,100,0,education_1,son_2,1,0,pet_0,108,163,38,120
36,reason_0,month_9,day_3,season_4,388,5,1,58,378.884,81,0,education_1,son_1,1,0,pet_0,56,196,19,120
37,reason_12,month_1,day_6,season_4,239,12,13,36,264.621,88,0,education_3,son_1,0,0,pet_1,84,172,28,5
38,reason_9,month_0,day_2,season_4,388,5,29,58,378.884,100,0,education_1,son_1,0,0,pet_2,108,163,38,0
39,reason_0,month_9,day_3,season_4,388,52,29,58,378.884,81,1,education_1,son_1,1,0,pet_0,108,163,38,0
40,reason_9,month_0,day_2,season_4,388,5,29,58,378.884,100,0,education_1,son_1,0,0,pet_0,108,163,38,120
41,reason_9,month_0,day_2,season_4,388,5,29,58,378.884,81,0,education_1,son_0,0,0,pet_2,108,163,38,0
42,reason_9,month_0,day_5,season_1,388,5,29,58,378.884,100,0,education_1,son_2,1,1,pet_0,56,163,19,120
43,reason_0,month_9,day_2,season_1,388,52,1,27,378.884,100,0,education_2,son_1,1,0,pet_8,108,196,19,120
44,reason_23,month_9,day_4,season_4,118,10,20,51,312.613,81,0,education_1,son_1,1,0,pet_0,97,172,31,69
45,reason_0,month_9,day_4,season_3,388,51,29,58,378.884,81,1,education_1,son_2,0,0,pet_4,56,196,19,0
46,reason_0,month_9,day_4,season_3,388,52,29,58,378.884,81,0,education_1,son_1,1,0,pet_0,108,196,19,120
47,reason_0,month_9,day_4,season_3,388,52,29,58,378.884,81,1,education_1,son_2,1,0,pet_0,108,163,19,0
48,reason_9,month_0,day_5,season_1,388,5,29,58,378.884,100,0,education_1,son_2,1,1,pet_0,56,163,31,120
