,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_23,month_10,day_5,season_4,118,13,13,46,261.157,93,0,education_1,son_1,0,0,pet_0,97,181,38,2
1,reason_28,month_9,day_3,season_1,284,50,17,41,267.267,93,0,education_1,son_0,1,0,pet_0,68,169,23,2
2,reason_23,month_1,day_3,season_4,118,12,11,45,343.9,95,0,education_1,son_0,0,0,pet_2,86,172,37,2
3,reason_28,month_12,day_6,season_2,233,25,9,30,257.434,98,0,education_1,son_1,0,0,pet_2,69,169,25,2
4,reason_23,month_3,day_3,season_1,224,15,13,49,213.753,91,0,education_1,son_1,0,0,pet_1,95,171,31,2
5,reason_0,month_7,day_2,season_1,373,17,11,40,261.654,93,0,education_1,son_3,1,1,pet_0,66,178,25,8
6,reason_0,month_10,day_3,season_4,237,23,17,40,275.935,93,0,education_1,son_0,1,0,pet_0,66,169,23,2
7,reason_22,month_3,day_2,season_2,246,27,15,34,235.551,98,0,education_1,son_2,1,0,pet_1,68,170,24,8
8,reason_23,month_11,day_5,season_4,238,26,9,28,352.138,95,0,education_1,son_1,0,0,pet_2,66,169,25,3
9,reason_23,month_4,day_2,season_3,385,17,2,33,230.572,90,0,education_1,son_0,0,0,pet_0,68,177,25,8
10,reason_28,month_6,day_4,season_3,232,52,17,38,231.491,98,0,education_1,son_0,1,0,pet_0,88,172,32,8
11,reason_23,month_10,day_2,season_4,251,25,12,29,254.625,92,0,education_1,son_1,1,0,pet_2,75,170,25,0
12,reason_23,month_2,day_2,season_2,183,26,9,31,378.884,95,0,education_1,son_2,0,0,pet_2,68,170,24,8
13,reason_23,month_9,day_2,season_1,235,13,14,39,243.423,91,0,education_1,son_1,1,0,pet_0,105,166,37,3
14,reason_23,month_10,day_3,season_4,279,51,18,37,272.9,92,0,education_1,son_0,1,0,pet_0,90,171,30,3
15,reason_22,month_7,day_5,season_3,285,51,14,35,245.951,92,0,education_1,son_2,1,1,pet_4,67,171,22,8
