,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_23,month_3,day_5,season_2,177,38,5,31,255.526,100,0,education_1,son_0,1,0,pet_0,56,170,31,1
1,reason_19,month_5,day_4,season_3,296,13,13,41,353.255,99,0,education_1,son_2,1,0,pet_0,70,193,24,7
2,reason_22,month_7,day_2,season_1,236,51,14,36,242.645,91,0,education_1,son_1,0,0,pet_1,70,170,22,8
3,reason_25,month_3,day_3,season_1,178,23,17,42,245.385,98,0,education_1,son_2,0,0,pet_0,67,170,22,1
4,reason_23,month_10,day_2,season_1,276,17,11,41,251.218,91,0,education_1,son_1,1,0,pet_0,71,171,26,4
5,reason_22,month_3,day_4,season_3,287,34,12,32,277.246,96,0,education_1,son_2,1,0,pet_1,88,172,30,8
6,reason_13,month_12,day_3,season_3,227,10,13,37,261.466,100,0,education_3,son_1,0,0,pet_1,93,171,27,3
7,reason_23,month_7,day_5,season_1,279,14,14,49,248.98,91,0,education_1,son_0,0,0,pet_0,82,178,25,1
8,reason_23,month_8,day_2,season_1,364,13,13,33,243.307,91,0,education_1,son_1,1,0,pet_1,81,171,25,3
9,reason_23,month_8,day_2,season_1,182,51,18,38,221.735,91,0,education_1,son_0,1,0,pet_0,87,170,31,1
10,reason_0,month_5,day_4,season_3,361,52,13,38,282.751,97,1,education_1,son_2,1,1,pet_4,67,173,24,1
11,reason_27,month_3,day_6,season_2,189,24,9,29,239.784,99,0,education_3,son_0,0,0,pet_0,62,171,21,1
12,reason_25,month_7,day_6,season_1,230,11,8,36,276.799,92,0,education_1,son_0,0,0,pet_0,65,173,20,8
13,reason_23,month_3,day_3,season_2,235,12,15,36,232.707,98,0,education_1,son_2,1,0,pet_1,105,171,30,3
14,reason_28,month_9,day_3,season_1,285,50,13,37,279.481,92,0,education_1,son_0,1,0,pet_0,84,171,24,4
15,reason_28,month_8,day_2,season_1,284,51,15,36,236.388,92,0,education_1,son_0,1,0,pet_0,88,171,31,3
16,reason_0,month_11,day_2,season_3,290,11,12,34,316.464,94,0,education_1,son_2,1,0,pet_0,89,166,25,1
17,reason_13,month_6,day_3,season_3,238,25,15,41,378.884,94,0,education_1,son_0,1,0,pet_0,68,171,24,8
18,reason_13,month_1,day_3,season_3,278,32,12,34,263.071,97,0,education_1,son_2,1,0,pet_1,89,171,31,8
19,reason_23,month_3,day_3,season_1,178,15,17,49,239.694,91,0,education_1,son_0,1,0,pet_0,100,181,31,2
20,reason_11,month_6,day_5,season_3,233,14,9,37,252.509,95,0,education_1,son_0,0,0,pet_0,69,170,24,1
21,reason_19,month_3,day_4,season_2,282,32,13,34,270.841,93,0,education_1,son_2,1,0,pet_1,90,173,30,9
22,reason_26,month_9,day_3,season_1,245,18,18,40,228.36,92,0,education_1,son_0,1,0,pet_0,101,171,38,1
23,reason_11,month_6,day_2,season_4,137,15,10,37,281.367,95,0,education_1,son_0,0,0,pet_0,81,172,24,3
24,reason_13,month_3,day_6,season_2,174,24,11,30,233.138,99,0,education_1,son_0,0,0,pet_0,59,169,19,0
25,reason_23,month_11,day_6,season_4,276,51,10,37,247.456,97,0,education_1,son_0,0,0,pet_0,69,170,25,1
26,reason_28,month_6,day_3,season_3,250,26,15,43,266.347,95,0,education_1,son_0,1,0,pet_0,71,171,24,7
27,reason_26,month_4,day_6,season_3,246,24,13,41,258.608,95,0,education_1,son_0,1,0,pet_0,72,171,25,8
28,reason_27,month_2,day_2,season_2,179,52,18,37,257.832,95,0,education_1,son_0,1,0,pet_0,89,172,31,1
