city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_19,0.624,,Has relevent experience,Full time course,Masters,STEM,4,5000-9999,Pvt Ltd,2,261,1
city_120,0.556,,No relevent experience,Full time course,Graduate,STEM,6,10/49,Pvt Ltd,1,18,1
city_2,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,28,0
city_21,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,20,0
city_44,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,1,113,0
city_26,0.893,Female,Has relevent experience,no_enrollment,Phd,STEM,3,100-500,NGO,1,12,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Business Degree,15,100-500,Pvt Ltd,2,56,0
city_21,0.762,,Has relevent experience,no_enrollment,,,2,,,>4,32,0
city_103,0.92,,No relevent experience,no_enrollment,,,2,,,never,7,0
city_21,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,16,,,1,21,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,28,0
city_21,0.646,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,,never,83,0
city_21,0.92,Male,Has relevent experience,no_enrollment,High School,,2,10/49,Pvt Ltd,1,32,<NA>
city_103,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,4,<10,Pvt Ltd,>4,10,<NA>
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,127,0
city_160,0.876,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,224,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,3,94,0
city_46,0.677,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,42,<NA>
city_21,0.624,,No relevent experience,no_enrollment,Graduate,STEM,3,,,3,142,1
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,3,92,0
city_21,0.91,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,1,16,0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,14,100-500,Pvt Ltd,1,45,1
city_114,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,50-99,Pvt Ltd,1,53,0
city_16,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,2,56,0
city_90,0.947,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,47,<NA>
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,25,<NA>
city_103,0.92,,No relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,>4,50,1
city_75,0.856,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,65,0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,34,1
city_103,0.92,,No relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,1,36,0
city_101,0.855,,Has relevent experience,Part time course,Primary School,,<1,500-999,Pvt Ltd,>4,28,0
city_71,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Public Sector,2,103,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,48,0
city_73,0.746,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,4,34,0
city_40,0.948,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,3,51,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,74,1
city_103,0.92,,No relevent experience,no_enrollment,,,4,,,never,44,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,23,0
city_103,0.92,,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Public Sector,4,17,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Primary School,,7,100-500,Pvt Ltd,4,51,0
city_103,0.92,Male,Has relevent experience,Part time course,High School,,4,10/49,,1,57,0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10/49,Pvt Ltd,1,27,1
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,8,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Funded Startup,4,90,0
city_171,0.698,,Has relevent experience,no_enrollment,Masters,STEM,6,,,1,94,1
city_114,0.553,,No relevent experience,Full time course,High School,,2,,,,15,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,183,1
city_75,0.926,Male,Has relevent experience,no_enrollment,High School,,>20,50-99,Pvt Ltd,>4,70,<NA>
city_159,0.867,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,>4,15,0
city_114,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,1,35,0
city_103,0.92,,No relevent experience,Full time course,Graduate,STEM,6,,Public Sector,1,84,<NA>
city_73,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,3,109,0
city_89,0.92,Male,Has relevent experience,Full time course,Masters,STEM,15,<10,Pvt Ltd,never,86,0
city_162,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,55,0
city_21,0.855,Male,No relevent experience,Full time course,Graduate,STEM,7,,,1,42,1
city_67,0.624,,Has relevent experience,Part time course,Graduate,STEM,4,,Pvt Ltd,1,50,1
city_136,0.939,,No relevent experience,,High School,,5,,,never,23,0
