city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_61,0.914,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Funded Startup,1,52.0,0
city_104,0.907,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,247.0,0
city_67,0.867,Male,Has relevent experience,no_enrollment,Masters,Humanities,13,,,1,98.0,1
city_155,0.656,,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,104.0,1
city_16,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,2,137.0,0
city_67,0.779,Male,No relevent experience,Full time course,Masters,STEM,5,,,4,29.0,0
city_1,0.559,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,,,never,36.0,0
city_103,0.868,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,97.0,0
city_99,0.609,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,,1,16.0,0
city_21,0.653,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,1,91.0,0
city_103,0.614,Male,No relevent experience,Full time course,Graduate,STEM,10,10/49,Public Sector,1,111.0,1
city_71,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Early Stage Startup,1,34.0,0
city_103,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,NGO,1,62.0,0
city_103,0.922,Male,Has relevent experience,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,1,60.0,0
city_73,0.777,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,14.0,0
city_99,0.861,Male,No relevent experience,Full time course,Graduate,,4,,,1,48.0,0
city_103,0.902,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,Pvt Ltd,1,11.0,<NA>
city_114,0.778,Male,Has relevent experience,Part time course,Graduate,STEM,>20,<10,Funded Startup,2,70.0,0
city_71,0.872,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,,1,36.0,0
city_16,0.812,Male,No relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,134.0,1
city_114,0.901,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,1.0,0
city_67,0.887,,Has relevent experience,no_enrollment,Masters,STEM,12,50-99,,1,80.0,<NA>
city_160,0.918,Male,No relevent experience,no_enrollment,Graduate,,6,,,never,173.0,<NA>
city_71,0.766,,Has relevent experience,no_enrollment,Masters,STEM,15,50-99,Pvt Ltd,1,70.0,0
city_24,0.811,Male,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,30.0,0
city_90,0.69,,Has relevent experience,Full time course,Graduate,,14,100-500,Public Sector,1,4.0,0
city_21,0.599,,Has relevent experience,no_enrollment,Graduate,No Major,9,10/49,Pvt Ltd,3,183.0,0
city_138,0.911,Male,Has relevent experience,Full time course,Graduate,,>20,50-99,Pvt Ltd,1,52.0,1
city_103,0.792,,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,4,92.0,0
city_44,0.889,Male,No relevent experience,no_enrollment,Phd,STEM,5,,,never,21.0,0
city_72,0.887,Male,No relevent experience,Part time course,Graduate,STEM,2,<10,,never,87.0,0
city_50,0.858,Male,Has relevent experience,no_enrollment,Masters,,5,10/49,Pvt Ltd,>4,183.0,1
city_103,0.93,,No relevent experience,no_enrollment,High School,,5,,,never,54.0,0
city_136,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,>4,30.0,0
city_103,0.905,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Pvt Ltd,>4,12.0,<NA>
city_114,0.782,Male,No relevent experience,Full time course,High School,,3,50-99,Pvt Ltd,1,28.0,0
city_16,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,>4,53.0,0
city_23,0.659,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,1,74.0,1
city_114,0.901,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,100-500,Pvt Ltd,>4,14.0,0
city_71,0.881,Male,Has relevent experience,no_enrollment,High School,Arts,5,,,1,36.0,1
city_21,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Early Stage Startup,1,176.0,1
city_103,0.928,Other,Has relevent experience,no_enrollment,Graduate,Arts,11,,,1,128.0,1
city_21,0.74,Male,Has relevent experience,no_enrollment,Masters,STEM,2,50-99,Funded Startup,1,26.0,0
city_114,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,165.0,<NA>
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,500-999,Pvt Ltd,4,80.0,0
city_103,0.92,,Has relevent experience,no_enrollment,Graduate,,>20,,,>4,60.0,1
city_64,0.759,Male,No relevent experience,Full time course,Graduate,STEM,18,,,never,79.0,<NA>
city_16,0.87,Male,No relevent experience,Full time course,Graduate,STEM,5,,,1,26.0,0
city_103,0.881,Female,Has relevent experience,Full time course,Graduate,STEM,5,,,1,46.0,0
city_82,0.796,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,2,58.0,0
city_103,0.906,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,75.0,0
city_103,0.883,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Early Stage Startup,1,51.0,0
city_21,0.669,,No relevent experience,Full time course,Graduate,STEM,4,,,,75.0,1
city_14,0.733,Male,No relevent experience,no_enrollment,Graduate,STEM,11,50-99,Early Stage Startup,1,51.0,1
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,,,1,91.0,1
city_155,0.804,Male,Has relevent experience,no_enrollment,Graduate,,6,<10,Pvt Ltd,2,61.0,1
city_160,0.919,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,NGO,1,52.0,0
city_71,0.838,Male,No relevent experience,Full time course,Graduate,STEM,1,,,1,41.0,1
city_103,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,10000+,Early Stage Startup,1,31.0,0
city_16,0.892,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,110.0,<NA>
city_9,0.781,Male,Has relevent experience,Part time course,Masters,STEM,10,1000-4999,Pvt Ltd,>4,57.0,0
city_73,0.717,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,2,210.0,0
city_103,0.918,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,,1,267.0,0
city_83,0.787,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,>4,171.0,0
city_21,0.608,,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,2,85.0,0
