,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_18,month_12,day_2,season_4,179,44,18,38,265.557,92,0,education_1,son_0,1,0,pet_0,88,170,30,8
1,reason_9,month_9,day_2,season_1,388,5,1,58,205.917,81,0,education_1,son_1,0,1,pet_5,108,163,38,120
2,reason_9,month_9,day_6,season_4,388,52,29,27,378.884,81,0,education_1,son_2,1,0,pet_0,56,196,38,120
3,reason_10,month_1,day_2,season_4,226,26,9,28,268.405,93,0,education_1,son_1,0,0,pet_2,67,169,23,3
4,reason_9,month_9,day_2,season_1,118,52,1,27,205.917,100,0,education_2,son_1,1,0,pet_8,56,196,19,0
5,reason_0,month_0,day_5,season_2,388,52,29,58,378.884,81,0,education_1,son_0,0,0,pet_2,108,196,38,0
6,reason_0,month_0,day_2,season_4,388,52,1,27,378.884,81,0,education_2,son_1,1,0,pet_8,56,196,37,0
7,reason_23,month_1,day_3,season_4,191,26,9,27,266.674,88,0,education_1,son_0,0,0,pet_0,61,167,21,2
8,reason_0,month_0,day_2,season_4,388,52,1,27,378.884,81,0,education_3,son_0,0,0,pet_0,56,196,19,120
9,reason_0,month_0,day_5,season_1,388,52,29,58,378.884,81,0,education_1,son_0,0,0,pet_2,108,196,38,0
10,reason_9,month_0,day_5,season_1,388,52,29,58,205.917,81,0,education_1,son_0,0,0,pet_2,108,196,37,120
11,reason_9,month_9,day_3,season_4,118,13,16,56,206.028,81,0,education_1,son_0,0,0,pet_0,56,170,22,120
12,reason_0,month_0,day_4,season_4,388,52,29,27,378.884,81,0,education_1,son_2,1,0,pet_2,108,163,19,0
13,reason_0,month_9,day_6,season_4,388,52,29,27,378.884,81,0,education_1,son_2,1,0,pet_0,56,196,19,0
14,reason_0,month_0,day_2,season_4,388,52,1,27,305.99,81,0,education_3,son_0,0,0,pet_0,56,196,19,0
15,reason_24,month_12,day_4,season_2,230,12,14,38,283.748,97,0,education_3,son_1,0,0,pet_1,86,172,28,3
16,reason_9,month_9,day_6,season_4,388,52,29,28,378.884,81,0,education_1,son_1,1,0,pet_0,56,185,37,0
17,reason_9,month_0,day_2,season_4,388,52,1,27,378.884,81,0,education_2,son_1,1,0,pet_8,56,196,38,0
18,reason_0,month_0,day_4,season_4,388,52,29,58,378.884,81,1,education_1,son_2,1,0,pet_2,108,163,38,0
19,reason_9,month_9,day_6,season_4,388,52,29,27,378.884,81,0,education_1,son_1,1,0,pet_0,56,196,19,0
20,reason_9,month_9,day_2,season_1,118,52,1,58,205.917,81,0,education_2,son_1,1,0,pet_8,56,196,28,0
21,reason_0,month_0,day_6,season_2,388,52,1,27,378.884,100,0,education_1,son_1,1,0,pet_8,56,196,19,0
22,reason_0,month_0,day_6,season_4,388,52,1,27,378.884,81,0,education_1,son_2,0,0,pet_2,56,163,19,0
23,reason_0,month_9,day_3,season_1,217,49,18,40,205.946,93,0,education_1,son_0,1,0,pet_0,89,170,30,3
24,reason_9,month_9,day_6,season_1,388,5,1,58,378.884,81,0,education_1,son_1,1,0,pet_0,108,163,38,120
25,reason_0,month_9,day_3,season_1,388,52,29,27,378.884,81,1,education_1,son_2,1,0,pet_0,108,163,38,0
26,reason_9,month_9,day_6,season_4,388,52,29,27,205.917,81,0,education_1,son_2,1,0,pet_0,56,196,38,120
27,reason_0,month_0,day_2,season_4,388,52,1,27,205.917,81,0,education_3,son_0,0,0,pet_0,56,196,19,0
28,reason_0,month_9,day_4,season_4,388,52,1,27,378.884,81,0,education_3,son_0,0,0,pet_0,56,196,19,120
29,reason_27,month_2,day_5,season_2,285,49,12,37,238.365,96,0,education_1,son_4,1,0,pet_0,66,168,23,4
30,reason_9,month_9,day_2,season_1,377,52,1,58,205.917,81,0,education_2,son_1,1,0,pet_8,56,196,19,0
31,reason_0,month_0,day_4,season_2,388,52,1,27,378.884,81,0,education_1,son_2,1,0,pet_2,108,163,19,0
32,reason_23,month_6,day_5,season_1,118,11,18,51,251.491,94,0,education_1,son_1,1,0,pet_0,100,172,31,4
