city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,Business Degree,9,50-99,Pvt Ltd,1,117.0,1
city_103,0.822,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,2,61.0,1
city_16,0.915,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,Funded Startup,1,130.0,0
city_67,0.842,,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,70.0,0
city_83,0.924,Female,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,>4,36.0,1
city_104,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Funded Startup,3,99.0,0
city_103,0.927,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,17.0,0
city_16,0.921,,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,1,104.0,0
city_103,0.922,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Pvt Ltd,>4,153.0,0
city_120,0.733,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Public Sector,1,102.0,0
city_16,0.924,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Early Stage Startup,1,312.0,0
city_103,0.926,,No relevent experience,no_enrollment,High School,STEM,12,10000+,Pvt Ltd,3,98.0,0
city_145,0.552,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,93.0,1
city_103,0.918,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,118.0,0
city_76,0.894,,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,21.0,0
city_21,0.695,,No relevent experience,no_enrollment,Masters,STEM,7,50-99,NGO,>4,49.0,<NA>
city_21,0.639,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,3,24.0,1
city_102,0.766,,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,,3,101.0,0
city_73,0.66,,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Public Sector,1,3.0,<NA>
city_103,0.921,Male,No relevent experience,Full time course,Graduate,STEM,5,10000+,Pvt Ltd,2,20.0,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,2,43.0,0
city_21,0.551,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,4,36.0,1
