city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_114,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,1,24,0
city_11,0.625,,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,51,1
city_16,0.914,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,28,0
city_12,0.78,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,5,0
city_136,0.873,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,2,3,0
city_160,0.916,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,22,0
city_21,0.62,Male,No relevent experience,Full time course,Graduate,STEM,4,,,1,26,1
city_114,0.912,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,70,0
city_16,0.916,Male,No relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,1,26,0
city_21,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,1,0
city_61,0.916,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,10,0
city_16,0.904,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,15,0
city_160,0.919,,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,41,0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,43,0
city_114,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,55,0
city_77,0.802,Male,Has relevent experience,no_enrollment,High School,,3,,,1,32,0
city_50,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,30,0
city_21,0.621,,No relevent experience,Full time course,Masters,STEM,1,10000+,Pvt Ltd,1,12,1
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,74,0
city_19,0.669,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,43,0
city_83,0.921,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,23,0
city_21,0.615,,Has relevent experience,Full time course,Masters,STEM,8,1000-4999,Pvt Ltd,1,38,1
city_138,0.839,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,>4,10,0
city_21,0.624,,No relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,36,0
city_7,0.638,,No relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1,24,0
city_21,0.623,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,never,23,1
city_160,0.9,,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,1,47,0
city_71,0.908,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,1,14,0
city_160,0.918,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,1,25,0
city_138,0.81,Male,No relevent experience,no_enrollment,Graduate,STEM,8,,,never,26,0
city_36,0.92,Male,Has relevent experience,no_enrollment,High School,,6,<10,Pvt Ltd,1,10,0
city_103,0.621,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,2,9,0
city_21,0.626,,No relevent experience,Full time course,High School,STEM,3,,,never,22,0
city_103,0.912,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,1,3,0
