city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_21,0.622,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,11,1
city_103,0.919,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Funded Startup,>4,31,0
city_30,0.765,Male,No relevent experience,no_enrollment,Graduate,Arts,19,10/49,Pvt Ltd,never,48,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,1,19,0
city_30,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,2,178,0
city_30,0.921,Male,Has relevent experience,Part time course,Primary School,STEM,19,10000+,Pvt Ltd,2,91,0
city_30,0.85,Other,Has relevent experience,no_enrollment,Masters,STEM,20,<10,Pvt Ltd,1,89,<NA>
city_30,0.854,Male,No relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,3,40,0
city_114,0.662,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,>4,96,0
city_30,0.676,Other,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,never,115,1
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,132,0
city_30,0.886,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,never,63,0
city_30,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,4,24,0
city_103,0.919,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Funded Startup,1,96,1
city_30,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,13,<10,Pvt Ltd,1,72,0
city_30,0.914,Male,Has relevent experience,Full time course,Graduate,STEM,18,50-99,Pvt Ltd,1,97,0
city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,>20,10000+,Pvt Ltd,>4,10,0
city_40,0.801,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,>4,84,0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,<10,Pvt Ltd,never,57,0
city_30,0.847,Male,No relevent experience,Full time course,High School,STEM,3,<10,Pvt Ltd,never,12,0
city_30,0.898,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,2,100,<NA>
city_160,0.921,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Pvt Ltd,1,14,0
city_30,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,1,19,0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,>4,99,0
city_30,0.674,Other,Has relevent experience,Part time course,High School,STEM,6,10/49,Early Stage Startup,2,110,<NA>
city_30,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1,112,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,4,17,0
city_142,0.729,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,>4,140,0
city_21,0.624,Male,Has relevent experience,Full time course,High School,STEM,<1,100-500,Pvt Ltd,>4,94,0
city_30,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1,73,0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1,1,0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1,74,0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,>4,119,1
city_30,0.914,Male,No relevent experience,Full time course,Masters,STEM,18,<10,Pvt Ltd,1,59,0
city_21,0.625,Male,No relevent experience,no_enrollment,Phd,STEM,3,<10,Pvt Ltd,>4,41,0
