,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_28,month_2,day_6,season_2,260.0,50.0,11.0,36.0,245.189,92.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,22.0
1,reason_0,month_10,day_5,season_4,164.0,17.0,22.0,46.0,240.141,91.0,0,education_1,son_0,1,0,pet_1,97.0,165.0,29.0,4.0
2,reason_23,month_5,day_6,season_2,179.0,26.0,9.0,30.0,280.419,99.0,0,education_3,son_0,0,0,pet_0,56.0,171.0,19.0,3.0
3,reason_28,month_5,day_2,season_3,136.0,7.0,11.0,38.0,242.282,99.0,0,education_1,son_0,0,0,pet_0,90.0,172.0,27.0,14.0
4,reason_23,month_2,day_3,season_4,225.0,26.0,9.0,28.0,295.547,93.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,2.0
5,reason_28,month_11,day_6,season_4,260.0,50.0,11.0,36.0,295.92,92.0,0,education_1,son_4,1,0,pet_0,65.0,168.0,23.0,2.0
6,reason_19,month_10,day_5,season_4,226.0,25.0,19.0,41.0,280.552,87.0,0,education_1,son_2,0,0,pet_0,95.0,166.0,35.0,8.0
7,reason_28,month_11,day_6,season_4,315.0,30.0,13.0,31.0,283.899,94.0,1,education_1,son_1,1,0,pet_0,75.0,170.0,30.0,5.0
8,reason_0,month_7,day_6,season_1,118.0,13.0,18.0,50.0,251.368,93.0,1,education_1,son_1,1,0,pet_0,98.0,178.0,31.0,0.0
9,reason_23,month_12,day_2,season_3,269.0,12.0,12.0,27.0,215.305,95.0,0,education_3,son_0,0,0,pet_1,58.0,172.0,29.0,2.0
10,reason_0,month_10,day_4,season_4,323.0,41.0,9.0,41.0,294.263,84.0,0,education_1,son_1,1,0,pet_1,64.0,170.0,29.0,25.0
11,reason_23,month_7,day_4,season_3,160.0,14.0,14.0,43.0,236.38,99.0,0,education_1,son_2,1,0,pet_0,95.0,188.0,25.0,15.0
12,reason_0,month_0,day_2,season_4,256.0,38.0,10.0,40.0,283.132,94.0,1,education_1,son_2,1,0,pet_1,71.0,173.0,22.0,0.0
13,reason_14,month_10,day_2,season_4,339.0,42.0,12.0,44.0,243.981,93.0,0,education_1,son_0,1,0,pet_1,66.0,168.0,26.0,0.0
14,reason_11,month_2,day_4,season_3,167.0,33.0,12.0,31.0,221.714,96.0,0,education_1,son_1,1,1,pet_2,92.0,196.0,23.0,18.0
15,reason_23,month_2,day_5,season_4,262.0,37.0,17.0,34.0,260.977,95.0,0,education_1,son_0,1,0,pet_0,85.0,170.0,28.0,7.0
16,reason_26,month_4,day_2,season_1,235.0,11.0,14.0,37.0,299.53,95.0,0,education_3,son_1,0,0,pet_1,88.0,172.0,29.0,2.0
17,reason_28,month_11,day_5,season_4,291.0,31.0,12.0,40.0,297.623,90.0,0,education_1,son_1,1,0,pet_1,73.0,171.0,25.0,1.0
18,reason_27,month_2,day_6,season_2,207.0,51.0,18.0,37.0,249.861,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,2.0
19,reason_23,month_5,day_3,season_4,118.0,10.0,10.0,37.0,276.327,93.0,0,education_1,son_0,0,0,pet_0,83.0,172.0,28.0,2.0
20,reason_22,month_5,day_4,season_3,222.0,14.0,14.0,41.0,240.366,96.0,0,education_3,son_1,0,0,pet_1,87.0,174.0,29.0,3.0
21,reason_19,month_9,day_5,season_4,238.0,29.0,11.0,32.0,250.488,91.0,0,education_1,son_1,0,0,pet_1,71.0,168.0,25.0,6.0
22,reason_23,month_7,day_3,season_2,182.0,10.0,13.0,40.0,245.544,91.0,0,education_2,son_2,0,1,pet_0,101.0,172.0,27.0,4.0
23,reason_10,month_7,day_4,season_3,330.0,16.0,4.0,28.0,280.525,97.0,0,education_2,son_0,0,0,pet_0,84.0,182.0,25.0,15.0
24,reason_23,month_3,day_2,season_2,179.0,51.0,18.0,38.0,245.096,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,5.0
25,reason_19,month_3,day_2,season_2,289.0,36.0,13.0,33.0,244.137,90.0,0,education_1,son_2,1,0,pet_1,90.0,172.0,30.0,11.0
26,reason_14,month_7,day_3,season_4,368.0,41.0,8.0,32.0,259.635,86.0,0,education_1,son_1,1,0,pet_4,76.0,174.0,27.0,14.0
27,reason_28,month_9,day_4,season_4,179.0,51.0,18.0,38.0,269.36,95.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,1.0
28,reason_23,month_7,day_3,season_1,132.0,9.0,14.0,49.0,261.304,91.0,1,education_1,son_0,0,0,pet_0,90.0,171.0,28.0,21.0
