Unnamed: 0,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
0,22,No,Travel_Rarely,1222,Research & Development,2,3,Life Sciences,1,4,Male,70,3,1,Research Scientist,3,Single,1888,2094,1,Y,No,14,3,4,80,0,6,2,3,1,0,2,0
1,37,No,Travel_Rarely,1499,Sales,3,4,Life Sciences,1,4,Male,89,3,1,Sales Representative,3,Single,3023,4125,1,Y,No,12,3,4,80,0,8,3,3,8,7,0,7
2,33,No,Travel_Rarely,1385,Sales,8,4,Life Sciences,1,3,Male,93,3,2,Sales Executive,4,Married,5047,3918,3,Y,No,12,3,3,80,0,10,3,3,10,7,0,8
3,30,No,Travel_Rarely,1499,Sales,9,3,Marketing,1,4,Male,45,3,2,Sales Executive,3,Married,5604,6002,1,Y,No,11,3,4,80,0,9,3,3,5,7,0,7
4,28,No,Travel_Rarely,1291,Research & Development,2,3,Medical,1,3,Male,96,3,2,Laboratory Technician,4,Divorced,4910,9798,2,Y,No,11,3,3,80,1,6,2,3,3,3,0,3
5,35,No,Travel_Rarely,1250,Research & Development,9,4,Life Sciences,1,3,Male,76,3,2,Laboratory Technician,4,Married,5061,3224,1,Y,No,13,3,3,80,1,7,2,3,6,3,0,0
6,52,No,Travel_Rarely,1464,Research & Development,5,3,Life Sciences,1,3,Male,96,3,3,Healthcare Representative,3,Divorced,11367,11860,2,Y,No,11,3,3,80,1,24,2,3,8,8,1,8
7,30,Yes,Travel_Rarely,528,Research & Development,6,3,Medical,1,4,Male,42,3,1,Research Scientist,3,Single,2993,23326,1,Y,No,14,3,3,80,0,6,2,3,2,2,0,2
8,33,No,Travel_Rarely,1316,Research & Development,8,3,Life Sciences,1,3,Male,82,3,1,Research Scientist,4,Single,2630,24237,1,Y,No,11,3,3,80,0,5,3,3,4,2,0,0
9,35,No,Travel_Rarely,1175,Research & Development,1,3,Life Sciences,1,2,Male,89,3,1,Laboratory Technician,4,Married,5635,12059,3,Y,No,13,3,3,80,0,3,2,3,5,2,0,3
10,33,No,Travel_Rarely,1236,Research & Development,2,3,Medical,1,3,Male,79,3,2,Research Scientist,4,Married,4499,5605,3,Y,No,16,3,3,80,1,9,2,3,7,2,1,4
11,45,No,Travel_Rarely,1278,Research & Development,7,4,Life Sciences,1,4,Male,76,3,2,Laboratory Technician,3,Married,5695,26999,1,Y,No,13,3,3,80,1,9,2,3,8,7,0,8
12,28,Yes,Travel_Rarely,1497,Research & Development,6,4,Life Sciences,1,3,Male,91,3,1,Human Resources,1,Married,2815,3650,3,Y,Yes,13,3,3,80,1,8,2,3,3,4,0,3
13,31,No,Travel_Rarely,1102,Sales,7,4,Life Sciences,1,3,Male,86,3,2,Sales Executive,4,Married,5344,3090,1,Y,No,11,3,3,80,0,5,3,3,4,4,0,0
14,33,No,Travel_Rarely,1071,Research & Development,1,3,Life Sciences,1,4,Male,69,3,1,Research Scientist,4,Single,4080,5329,1,Y,No,14,3,3,80,0,2,2,3,2,2,1,2
15,29,No,Travel_Rarely,1237,Research & Development,10,3,Life Sciences,1,4,Male,86,3,1,Laboratory Technician,4,Married,2673,24780,1,Y,No,21,4,3,80,1,1,3,3,2,0,0,0
16,32,No,Travel_Rarely,1158,Sales,8,4,Life Sciences,1,3,Male,89,3,2,Sales Executive,4,Married,5886,5637,1,Y,No,11,3,3,80,1,10,2,3,8,7,6,9
17,32,Yes,Travel_Rarely,1499,Sales,6,3,Life Sciences,1,3,Male,74,3,1,Sales Representative,1,Married,6103,7786,3,Y,No,19,3,3,80,0,6,2,3,0,0,0,0
18,31,No,Travel_Rarely,1240,Sales,7,3,Life Sciences,1,3,Male,73,3,2,Sales Executive,3,Divorced,5427,24434,1,Y,No,11,3,3,80,1,10,2,3,4,8,1,8
19,49,No,Travel_Rarely,245,Sales,2,4,Marketing,1,3,Male,47,3,3,Sales Executive,4,Married,10191,5422,1,Y,No,11,3,4,80,1,20,3,3,11,8,4,8
20,56,No,Travel_Rarely,1388,Research & Development,9,4,Life Sciences,1,3,Female,30,3,3,Manufacturing Director,4,Single,9628,26999,2,Y,No,12,3,4,80,0,8,3,3,5,3,1,4
21,42,No,Travel_Rarely,128,Sales,2,3,Medical,1,3,Male,34,3,4,Manager,3,Single,16081,22201,1,Y,No,13,3,4,80,0,14,2,3,30,12,13,10
