,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day ,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours
0,reason_0,month_4,day_2,season_3,207.0,46.0,10.0,29.0,257.132,90.0,0,education_1,son_0,0,0,pet_0,58.0,170.0,22.0,2.0
1,reason_18,month_1,day_6,season_2,252.0,51.0,14.0,41.0,366.706,93.0,0,education_1,son_0,1,0,pet_0,78.0,168.0,28.0,5.0
2,reason_23,month_10,day_2,season_4,174.0,26.0,9.0,28.0,264.033,89.0,0,education_3,son_0,0,0,pet_2,76.0,170.0,22.0,12.0
3,reason_28,month_9,day_6,season_1,263.0,28.0,14.0,33.0,254.715,84.0,0,education_3,son_0,0,0,pet_1,74.0,169.0,28.0,4.0
4,reason_28,month_6,day_5,season_3,291.0,31.0,12.0,40.0,253.658,93.0,0,education_1,son_1,1,0,pet_1,73.0,171.0,25.0,0.0
5,reason_24,month_10,day_4,season_4,290.0,34.0,12.0,32.0,275.367,93.0,0,education_1,son_2,1,0,pet_1,84.0,172.0,29.0,11.0
6,reason_26,month_4,day_5,season_3,258.0,22.0,14.0,33.0,272.455,98.0,0,education_1,son_2,1,0,pet_1,89.0,172.0,31.0,28.0
7,reason_7,month_10,day_6,season_3,276.0,20.0,15.0,39.0,337.248,98.0,0,education_1,son_0,1,0,pet_0,75.0,170.0,27.0,31.0
8,reason_23,month_3,day_3,season_2,225.0,26.0,9.0,28.0,299.88,95.0,0,education_1,son_1,0,0,pet_2,69.0,169.0,24.0,1.0
9,reason_12,month_4,day_5,season_2,291.0,31.0,12.0,40.0,378.451,96.0,0,education_1,son_1,1,0,pet_1,73.0,171.0,25.0,6.0
10,reason_23,month_7,day_5,season_1,134.0,13.0,16.0,43.0,301.008,97.0,0,education_1,son_1,1,0,pet_0,98.0,175.0,31.0,1.0
11,reason_11,month_5,day_6,season_1,205.0,40.0,19.0,38.0,233.651,96.0,0,education_1,son_2,1,0,pet_0,97.0,170.0,31.0,2.0
12,reason_27,month_12,day_4,season_2,179.0,51.0,18.0,38.0,219.09,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,5.0
13,reason_23,month_10,day_3,season_4,118.0,10.0,10.0,37.0,270.043,93.0,0,education_1,son_1,0,0,pet_0,80.0,172.0,28.0,3.0
14,reason_0,month_4,day_3,season_1,147.0,13.0,15.0,57.0,277.408,95.0,0,education_3,son_2,1,0,pet_0,97.0,191.0,31.0,1.0
15,reason_23,month_2,day_3,season_2,223.0,25.0,8.0,28.0,288.97,97.0,0,education_1,son_1,0,0,pet_2,86.0,180.0,23.0,3.0
16,reason_28,month_4,day_6,season_3,287.0,29.0,11.0,41.0,326.452,96.0,0,education_1,son_1,1,0,pet_1,73.0,171.0,25.0,3.0
17,reason_27,month_2,day_2,season_2,179.0,51.0,18.0,38.0,262.415,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,3.0
18,reason_23,month_10,day_5,season_4,309.0,16.0,6.0,32.0,276.595,90.0,0,education_3,son_3,1,0,pet_0,68.0,171.0,25.0,8.0
19,reason_27,month_1,day_5,season_2,133.0,10.0,10.0,39.0,282.507,100.0,0,education_1,son_0,0,0,pet_1,83.0,173.0,29.0,3.0
20,reason_28,month_6,day_4,season_2,172.0,46.0,18.0,39.0,277.165,96.0,0,education_1,son_1,1,0,pet_0,86.0,170.0,31.0,3.0
21,reason_26,month_3,day_5,season_3,185.0,46.0,21.0,38.0,287.647,99.0,0,education_1,son_0,1,1,pet_0,77.0,169.0,24.0,15.0
22,reason_28,month_7,day_5,season_1,211.0,20.0,14.0,38.0,244.82,97.0,0,education_1,son_0,1,0,pet_0,71.0,170.0,25.0,2.0
23,reason_23,month_2,day_6,season_1,179.0,51.0,18.0,38.0,341.856,96.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,3.0
24,reason_23,month_3,day_2,season_4,179.0,51.0,18.0,38.0,281.9,98.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,6.0
25,reason_13,month_11,day_6,season_4,258.0,50.0,17.0,41.0,278.385,97.0,0,education_1,son_0,1,0,pet_0,66.0,169.0,23.0,5.0
26,reason_27,month_3,day_6,season_1,179.0,51.0,18.0,38.0,275.15,98.0,0,education_1,son_0,1,0,pet_0,89.0,170.0,31.0,2.0
27,reason_19,month_7,day_6,season_3,171.0,12.0,14.0,36.0,232.994,98.0,0,education_1,son_2,0,0,pet_0,91.0,189.0,29.0,2.0
