StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
01-Aug-22,04-Jan-25,Software Engineer,WBL,Future Start,Contract,Zone A,Part-Time,Involuntary,Treatment power card almost pretty sister.,Software Engineering,Field Operations,10-08-1956,MA,Laborer,Male,39232,Black,Married,Fully Meets,3
02-Feb-19,28-Apr-20,Production Technician I,NEL,Leave of Absence,Part-Time,Zone C,Part-Time,Voluntary,Despite expect democratic then affect toward.,Production       ,Field Operations,12-01-1948,MA,Laborer,Female,74893,Black,Widowed,Exceeds,1
22-Dec-19,07-Sep-29,Production Technician II,PYZ,Future Start,Full-Time,Zone A,Part-Time,Involuntary,By small force myself team industry.,Production       ,General - Con,19-01-1952,MA,Business Development,Female,81421,Hispanic,Married,Fully Meets,1
27-Mar-21,27-Aug-24,Production Technician I,CCDR,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Certainly those above eye ball.,Production       ,Yard (Material Handling),10-09-1970,MA,Mechanic,Male,6301,Asian,Widowed,Fully Meets,2
23-Apr-21,23-Mar-27,Production Technician I,TNS,Future Start,Part-Time,Zone A,Full-Time,Retirement,Law safe yard market likely wife case action.,Production       ,Billable Consultants,17-12-1953,MA,Construction Manager,Male,11081,Hispanic,Widowed,Fully Meets,5
24-Nov-19,19-Mar-24,Principal Data Architect,MSC,Active,Contract,Zone C,Part-Time,Involuntary,Listen cover book.,Admin Offices,Field Operations,10-02-1962,MA,Driver,Male,24212,Hispanic,Married,Fully Meets,3
06-Sep-20,29-Nov-28,Production Technician I,WBL,Active,Full-Time,Zone A,Temporary,Resignation,Improve center sure Mr respond for recent.,Production       ,Project Management - Con,05-10-1942,MA,Ceo,Male,18130,Asian,Married,Fully Meets,4
26-Oct-22,23-Feb-20,Production Technician II,WBL,Active,Full-Time,Zone C,Temporary,Involuntary,Mr chair subject then technology.,Production       ,Wireline Construction,11-09-1944,MA,Tester,Female,77262,White,Single,Fully Meets,5
10-Sep-18,06-Sep-24,Production Technician I,WBL,Terminated for Cause,Contract,Zone A,Full-Time,Resignation,Food few generation seek outside.,Production       ,Isp,16-07-2000,MA,Intern,Female,91955,White,Married,Needs Improvement,3
25-Mar-22,18-Oct-22,Production Technician I,SVG,Active,Part-Time,Zone B,Temporary,Voluntary,Partner fact hand bag management woman.,Production       ,Aerial,23-09-1998,MA,Foreman,Female,42071,Hispanic,Widowed,Exceeds,2
07-Dec-20,09-Aug-25,Production Technician I,NEL,Active,Full-Time,Zone C,Full-Time,Resignation,Strategy word southern.,Production       ,People Services,07-11-1984,MA,Helper,Male,95174,Black,Married,Fully Meets,5
14-Jun-19,27-Dec-19,Production Technician I,PL,Active,Full-Time,Zone A,Full-Time,Voluntary,If require particularly civil.,Production       ,General - Con,18-08-1942,MA,Supervisor,Male,82753,White,Widowed,Fully Meets,4
28-Dec-21,29-Mar-27,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,A discussion quite mission.,Production       ,Sales & Marketing,11-12-1956,MA,Laborer,Female,1588,White,Widowed,Fully Meets,3
27-May-21,19-Feb-24,Sales Manager,TNS,Active,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Billable Consultants,10-06-1942,MA,Associate,Male,19533,Asian,Single,Needs Improvement,5
02-Apr-23,22-Sep-29,Production Technician I,EW,Future Start,Contract,Zone A,Temporary,Involuntary,Authority PM house child cost risk.,Production       ,Field Operations,10-11-1947,MA,Laborer,Female,94496,Asian,Single,Fully Meets,3
05-Mar-22,30-Mar-27,Network Engineer,TNS,Active,Part-Time,Zone A,Temporary,Resignation,Upon writer black.,IT/IS,General - Con,20-04-1996,MA,Laborer,Female,75984,Hispanic,Widowed,Needs Improvement,1
15-Dec-18,09-Jul-19,Senior BI Developer,SVG,Active,Part-Time,Zone C,Temporary,Retirement,Hold parent PM claim star seek.,Production       ,Field Operations,30-11-1989,MA,Laborer,Male,59743,Black,Widowed,Fully Meets,5
29-Aug-22,09-Nov-21,Production Technician I,WBL,Active,Contract,Zone C,Temporary,Resignation,Stock indeed about brother campaign.,Production       ,Field Operations,13-01-1965,MA,Engineer,Female,6963,Black,Widowed,Fully Meets,3
13-Jan-20,14-Jan-20,IT Manager - DB,BPC,Active,Full-Time,Zone A,Temporary,Voluntary,Condition control raise.,Sales,Billable Consultants,10-09-1977,MA,Model Assistant,Male,6117,Other,Widowed,Fully Meets,3
26-Apr-19,19-Mar-19,Area Sales Manager,SVG,Active,Full-Time,Zone B,Temporary,Voluntary,Information step name three choose.,Sales,Field Operations,31-07-1975,TN,Groundman,Male,28065,Other,Married,Fully Meets,2
22-Apr-22,13-Jan-21,Area Sales Manager,TNS,Active,Full-Time,Zone B,Full-Time,Retirement,Dream enough treatment knowledge area.,Sales,Field Operations,04-03-1992,TX,Driller,Male,67101,Asian,Married,Fully Meets,2
11-Nov-22,13-Nov-19,President & CEO,CCDR,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Involuntary,Why development even.,Production       ,Field Operations,21-01-1945,MA,Foreman,Female,89608,Asian,Divorced,Fully Meets,1
29-Jan-21,03-Apr-23,Area Sales Manager,PL,Active,Contract,Zone C,Temporary,Resignation,Cause military a sense. Doctor property may.,Sales,Field Operations,13-02-1999,ID,Contracts,Male,5924,Other,Single,PIP,3
15-Oct-18,20-Mar-26,Area Sales Manager,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Talk into between trip final.,Sales,General - Con,07-02-1951,MA,Executive Assistant,Male,83452,Black,Divorced,Fully Meets,1
10-Apr-21,21-May-22,Director of Operations,WBL,Active,Part-Time,Zone A,Part-Time,Involuntary,Above fight animal support beautiful.,IT/IS,Aerial,08-12-1975,MA,Drafter,Male,14673,White,Single,Fully Meets,5
14-Apr-22,07-Dec-28,Production Technician II,BPC,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Involuntary,Artist technology ever body provide today doctor.,Production       ,Field Operations,29-05-1983,MA,Estimator,Male,56831,Asian,Single,Fully Meets,1
14-Mar-23,07-Feb-25,Enterprise Architect,BPC,Active,Contract,Zone A,Temporary,Retirement,Red some option.,Production       ,Field Operations,15-01-1970,MA,Administrator,Male,30320,Black,Married,Fully Meets,5
01-Sep-22,05-Jul-20,Sr. DBA,CCDR,Active,Contract,Zone C,Part-Time,Resignation,Something sense information final building.,Sales,Catv,29-01-1978,MA,Technician,Female,80655,Asian,Married,Fully Meets,2
01-Nov-19,02-Nov-29,Production Technician II,TNS,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Voluntary,Catch issue water night recognize mention.,Production       ,Field Operations,24-03-1988,MA,Project Controls,Male,43467,Other,Widowed,Fully Meets,3
19-Aug-18,04-Dec-26,Area Sales Manager,PL,Active,Contract,Zone C,Full-Time,Voluntary,Method suggest leave process deep tough seek.,Sales,Aerial,23-08-1977,MA,Technician,Male,63670,Other,Divorced,Fully Meets,4
17-Mar-23,06-Oct-20,Production Technician I,PYZ,Active,Part-Time,Zone A,Temporary,Voluntary,Professional military easy so.,Production       ,General - Eng,15-02-1996,MA,Project Coordinator,Male,82937,Hispanic,Married,Fully Meets,2
08-Aug-21,17-Jul-24,Production Technician I,WBL,Active,Contract,Zone C,Full-Time,Involuntary,Car book street pull try brother.,Production       ,General - Sga,27-01-2001,MA,Executive Assistant,Male,12997,Other,Married,Fully Meets,3
13-Sep-18,02-Apr-28,Director of Operations,EW,Active,Part-Time,Zone C,Temporary,Involuntary,Body move possible play. Relate husband Mrs.,Production       ,Wireline Construction,16-03-1966,MA,Accounting,Female,13263,Other,Married,Fully Meets,5
19-Apr-22,19-Apr-26,Production Technician II,PL,Future Start,Full-Time,Zone B,Part-Time,Retirement,Top whether good.,Production       ,Field Operations,10-05-1982,MA,Tower Hand,Male,69878,Asian,Single,Fully Meets,5
25-Jun-19,10-Jun-23,Production Technician II,BPC,Voluntarily Terminated,Contract,Zone B,Part-Time,Resignation,Third cost above management anything.,Production       ,Technology / It,28-04-1978,MA,Estimator,Male,20129,Hispanic,Single,PIP,5
22-Aug-18,21-Jan-27,Area Sales Manager,PYZ,Active,Full-Time,Zone B,Temporary,Resignation,Everything discover represent full.,Sales,General - Eng,28-09-1962,MA,Locator,Male,6340,Asian,Married,Fully Meets,4
