city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_55,0.7227147018902009,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1,28,0
city_114,0.9375896162154151,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,40,0
city_54,0.8957971434234723,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,3,13,0
city_21,0.6239999998543078,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,1,39,0
city_162,0.8768381535437989,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Other,1,14,0
city_138,0.9212068713294356,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,3,301,0
city_2,0.9217391080415687,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,3,65,0
city_103,0.9200000000101919,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,61,1
city_13,0.9258748112780663,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Public Sector,3,212,0
city_103,0.9200000005207813,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,26,0
city_136,0.9390916053405691,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Early Stage Startup,1,32,1
city_175,0.8222486580729313,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,NGO,1,65,0
city_157,0.6294052435566553,Other,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,1,165,1
city_101,0.47812670011633807,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,>4,137,<NA>
city_45,0.8968460382383175,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,58,0
city_72,0.8401519545747755,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,2,9,0
city_102,0.519735015624632,Male,Has relevent experience,Part time course,Masters,STEM,10,500-999,Pvt Ltd,3,57,<NA>
city_20,0.5018000278384741,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,4,34,<NA>
city_103,0.9199999999954551,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,NGO,1,33,0
city_142,0.9010797986838421,Male,Has relevent experience,Full time course,Masters,STEM,16,5000-9999,Funded Startup,3,5,0
city_118,0.8999102049968937,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,1,18,0
city_179,0.880745255822027,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,>4,49,0
