city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_54,0.9325767866351649,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,>4,12,0
city_76,0.9346652634950282,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,1,47,0
city_103,0.9200000000461466,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,3,45,0
city_162,0.9405826212200217,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,11,50-99,Pvt Ltd,>4,29,0
city_103,0.9199916560075426,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,19,0
city_99,0.6754023379202261,Female,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1,179,0
city_103,0.9200000001848709,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,36,0
city_103,0.91999999992968,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,1000-4999,Early Stage Startup,>4,57,0
city_114,0.6577227586959801,Female,No relevent experience,Full time course,Graduate,STEM,4,10000+,Public Sector,1,70,0
city_30,0.8638663241809086,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Funded Startup,2,20,0
city_103,0.9200147529517863,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,21,0
city_114,0.9251179711736737,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,62,0
city_116,0.901816721427229,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,4,27,0
city_23,0.9150649158986554,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,never,69,1
city_21,0.6240000001331443,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,44,1
city_103,0.9196112062689376,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Other,never,232,1
city_55,0.8905272927499936,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,never,93,0
city_173,0.7551882162047692,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,<10,NGO,1,30,1
city_103,0.9200000001691436,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1,39,0
city_103,0.9200118486598781,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,NGO,2,89,1
city_150,0.8323831811300195,Male,Has relevent experience,Part time course,High School,STEM,10,1000-4999,Pvt Ltd,4,46,0
city_72,0.7332505439961918,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,33,0
city_94,0.8842794345409403,Male,Has relevent experience,no_enrollment,Masters,STEM,18,50-99,Pvt Ltd,3,27,0
city_103,0.9200000000389288,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,84,0
city_103,0.9200000000060218,Male,Has relevent experience,Part time course,Primary School,STEM,14,10000+,Pvt Ltd,>4,46,<NA>
city_103,0.9200000001959704,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,65,0
city_83,0.7032664254948274,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,52,0
city_21,0.6239999998755217,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,1,30,0
city_64,0.8855110729040135,Male,No relevent experience,Full time course,Masters,STEM,4,5000-9999,Funded Startup,never,2,0
city_176,0.9170725282926948,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Pvt Ltd,1,106,<NA>
city_2,0.8753279579346193,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,2,117,<NA>
city_167,0.898570943644166,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,100-500,Pvt Ltd,>4,25,0
city_83,0.8927601901365944,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,2,26,<NA>
city_82,0.6793253257894392,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,1,176,0
city_104,0.9471422565729717,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Pvt Ltd,1,127,0
city_144,0.8749268703270989,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,1,16,0
city_2,0.8758411637594135,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Other,1,50,0
city_54,0.8929981970408405,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Funded Startup,never,46,0
city_72,0.9144820791316182,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,2,36,0
city_21,0.6239999999064906,Male,Has relevent experience,Full time course,Masters,STEM,17,10000+,Pvt Ltd,never,105,1
city_37,0.9426331061880519,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,99,0
city_114,0.925268477465273,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,2,83,0
city_41,0.8945070337861583,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,2,75,0
city_103,0.919975331605634,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,4,21,1
city_103,0.9200279141675912,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,3,17,0
city_65,0.5412063742255195,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,>4,62,0
city_165,0.9142763538481276,Male,Has relevent experience,Part time course,Masters,STEM,9,<10,Pvt Ltd,3,128,1
city_143,0.7503063847012919,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,234,0
city_123,0.5480830626557237,Male,Has relevent experience,Part time course,Graduate,STEM,8,50-99,Pvt Ltd,2,25,<NA>
city_43,0.9059199680366553,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,2,2,0
city_76,0.9275958312230319,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,325,0
city_57,0.9436127484837403,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Other,1,26,0
city_24,0.8070926268319683,Other,Has relevent experience,no_enrollment,Masters,Other,>20,<10,Pvt Ltd,>4,122,0
city_12,0.8749722560620748,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,92,0
city_83,0.893182841171423,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10/49,Pvt Ltd,1,15,0
city_1,0.9408860029906277,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,1,44,<NA>
city_138,0.9451346986673611,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,never,50,1
city_171,0.9380001749466598,Male,No relevent experience,no_enrollment,Masters,STEM,<1,10000+,Pvt Ltd,2,22,0
