StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
10-May-23,28-May-21,Production Technician I,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Resignation,Sound there everybody anything.,Production       ,General - Con,27-05-1981,MA,Project Controls,Male,54324,Black,Divorced,Fully Meets,3
18-Nov-21,27-Oct-29,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Unk,Maintain program process present knowledge PM.,Production       ,Technology / It,08-09-1999,MA,Project Manager,Male,67535,Other,Divorced,Fully Meets,2
31-Oct-18,15-Jan-29,Production Technician I,SVG,Active,Full-Time,Zone A,Temporary,Unk,Ok though floor sense want future.,Production       ,Aerial,30-01-1990,MA,Billing,Female,90866,White,Widowed,Fully Meets,3
17-Sep-18,20-Mar-24,Production Technician I,NEL,Active,Part-Time,Zone B,Temporary,Unk,Opportunity place deal.,Production       ,General - Sga,15-06-1977,MA,Project Manager,Female,9394,Other,Married,PIP,3
16-Apr-19,14-Dec-22,Software Engineer,BPC,Active,Contract,Zone C,Part-Time,Involuntary,Center west table security.,Executive Office,Wireless,09-04-1985,MA,Model Assistant,Female,5626,Hispanic,Single,Fully Meets,3
09-Apr-22,30-Aug-24,Senior BI Developer,SVG,Active,Part-Time,Zone A,Full-Time,Unk,From continue left eye.,IT/IS,Billable Consultants,26-04-1991,MA,Support,Male,20892,Other,Married,Fully Meets,4
02-Mar-21,23-Sep-25,Production Technician I,SVG,Active,Contract,Zone B,Part-Time,Unk,Learn staff above address.,Production       ,People Services,13-09-1944,MA,Business Development,Male,68263,Asian,Married,Fully Meets,3
25-Aug-19,09-Sep-24,Production Technician II,NEL,Active,Contract,Zone A,Full-Time,Unk,Sound there everybody anything.,Executive Office,Yard (Material Handling),25-10-1981,MA,Cfo,Male,86381,Hispanic,Single,Fully Meets,4
03-Mar-19,27-Jun-25,Area Sales Manager,NEL,Active,Contract,Zone A,Full-Time,Unk,Establish go so someone might none stop citizen.,Sales,Executive,27-01-1984,ID,Administration,Male,22176,Hispanic,Widowed,Fully Meets,1
01-Jul-23,07-Feb-21,Production Technician II,PL,Terminated for Cause,Contract,Zone A,Temporary,Retirement,To prevent method stand decision.,Production       ,General - Con,07-04-1998,MA,Laborer,Female,22538,White,Single,Fully Meets,4
30-Sep-21,17-Mar-28,Production Technician I,WBL,Active,Part-Time,Zone C,Full-Time,Unk,Here employee minute officer southern.,Production       ,Yard (Material Handling),05-11-1998,MA,Vp,Male,23724,Black,Divorced,Fully Meets,3
21-Oct-21,18-Mar-20,Sr. Network Engineer,PYZ,Active,Full-Time,Zone B,Full-Time,Resignation,Off part culture choose strong public.,Executive Office,Executive,12-02-1972,MA,Laborer,Male,90763,Asian,Married,Fully Meets,3
18-Aug-22,18-Apr-20,Production Technician I,SVG,Active,Contract,Zone C,Part-Time,Voluntary,Dream enough treatment knowledge area.,Production       ,Field Operations,21-06-1981,MA,Ceo,Female,34133,Asian,Single,Fully Meets,3
30-Oct-22,21-Jun-21,Production Technician I,PL,Active,Part-Time,Zone C,Temporary,Resignation,Room that ahead sound work short right.,Production       ,Technology / It,07-01-1977,MA,Foreman,Female,31422,Hispanic,Widowed,Exceeds,4
16-Dec-18,19-Jul-28,Production Technician I,CCDR,Active,Contract,Zone A,Full-Time,Unk,Information race relate rich poor already make.,Production       ,Technology / It,12-03-1995,MA,Laborer,Female,1125,Other,Widowed,Fully Meets,1
14-Aug-18,17-Jul-27,Production Technician I,PYZ,Active,Contract,Zone C,Temporary,Unk,Decision example see low someone. Ball week that.,Production       ,General - Con,28-10-1953,MA,Laborer,Female,16462,Black,Divorced,Fully Meets,3
09-Jan-23,19-Dec-23,Production Technician I,EW,Active,Full-Time,Zone C,Full-Time,Voluntary,Officer thus service.,Production       ,General - Sga,05-04-1967,MA,Welder,Female,96267,Black,Widowed,Fully Meets,3
03-May-19,07-Jul-25,Enterprise Architect,BPC,Active,Contract,Zone B,Temporary,Unk,Theory grow future week house.,Production       ,Fielders,07-05-1986,MA,Estimator,Male,90452,Hispanic,Married,Fully Meets,3
22-Aug-22,30-Sep-23,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,Law difference five away.,Production       ,General - Con,08-11-1987,MA,Tower Hand,Female,66434,Other,Divorced,Fully Meets,4
12-Jan-22,17-Oct-28,Production Technician I,NEL,Active,Contract,Zone C,Part-Time,Unk,Half nice continue serious move lay itself.,Production       ,Field Operations,16-12-1942,MA,Laborer,Male,36739,Other,Divorced,Fully Meets,1
30-Dec-21,05-Mar-19,Shared Services Manager,WBL,Active,Part-Time,Zone C,Temporary,Retirement,Participant create society method tough team.,Production       ,Technology / It,22-12-1983,MA,Executive Assistant,Male,39064,Other,Single,Needs Improvement,3
17-Nov-20,05-Jan-20,Production Technician I,PL,Active,Part-Time,Zone C,Temporary,Resignation,Guy present clear.,Production       ,Engineers,14-08-1952,MA,Specialist,Female,83441,Other,Widowed,PIP,1
20-Mar-19,19-Nov-23,IT Manager - Support,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,According crime none method effort.,Production       ,Field Operations,15-07-2000,MA,Laborer,Female,83680,White,Divorced,Fully Meets,3
19-Dec-21,21-Nov-29,BI Director,CCDR,Active,Contract,Zone B,Temporary,Unk,Amount particular answer show.,Production       ,Field Operations,22-01-1948,MA,Clerk,Female,28384,Hispanic,Married,Fully Meets,1
10-Oct-20,06-Oct-19,Production Technician I,PL,Active,Full-Time,Zone C,Temporary,Voluntary,Page year stock own popular health.,Production       ,Catv,07-10-1990,MA,Project Manager,Female,72687,Black,Divorced,Fully Meets,5
10-Nov-19,03-Feb-19,Area Sales Manager,SVG,Active,Part-Time,Zone C,Temporary,Resignation,Upon budget class college now this trade.,Sales,Isp,19-09-1960,MT,Safety,Male,74249,Asian,Married,Fully Meets,4
14-Nov-20,01-Oct-21,Area Sales Manager,TNS,Active,Full-Time,Zone C,Temporary,Retirement,Never whatever loss economic off without cause.,Sales,Technology / It,21-09-1999,NY,Labor,Male,11390,Asian,Widowed,Fully Meets,1
24-Jun-22,24-Nov-24,Production Technician I,CCDR,Active,Contract,Zone A,Temporary,Unk,Above fight animal support beautiful.,Production       ,Sales & Marketing,11-10-1987,MA,Project Manager,Male,38684,Other,Divorced,Fully Meets,1
24-May-21,20-Feb-21,Production Technician I,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,Voluntary,Build very significant imagine cell doctor.,Production       ,General - Con,05-12-1978,MA,Associate,Female,47451,Black,Married,Fully Meets,3
09-Jun-21,24-Aug-27,Production Technician I,NEL,Active,Part-Time,Zone A,Temporary,Unk,Occur tough thousand on recent.,Production       ,Aerial,29-06-1981,MA,Attendant,Female,37517,Other,Single,PIP,5
16-May-19,03-Dec-25,Principal Data Architect,WBL,Active,Part-Time,Zone B,Part-Time,Unk,A discussion quite mission.,Production       ,Splicing,09-01-1977,MA,Splicer,Female,34196,Hispanic,Widowed,PIP,4
09-Jan-23,08-Jan-24,IT Manager - DB,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Black civil room chance. This mind find adult.,Software Engineering,Splicing,22-10-1949,MA,Laborer,Male,67494,White,Widowed,Fully Meets,4
01-Feb-23,09-Apr-25,Shared Services Manager,NEL,Active,Part-Time,Zone B,Temporary,Unk,Shake war over young like anything order.,Production       ,General - Con,15-08-1997,MA,Helper,Female,58208,Asian,Widowed,Fully Meets,4
05-Feb-22,11-Feb-29,Production Technician I,WBL,Active,Full-Time,Zone B,Full-Time,Unk,Without production religious.,Production       ,General - Con,11-04-1963,MA,Laborer,Female,6588,Other,Married,Fully Meets,1
19-Oct-22,13-Apr-20,Production Technician I,EW,Active,Full-Time,Zone B,Full-Time,Voluntary,Large relate work treatment Mrs.,Production       ,General - Con,15-11-1967,MA,Shop,Female,42851,Asian,Single,Fully Meets,3
11-May-23,28-Sep-26,Production Technician I,PYZ,Active,Full-Time,Zone B,Temporary,Unk,Country as dream project office.,Production       ,Field Operations,05-12-1970,MA,Safety,Female,14028,Asian,Single,Fully Meets,5
21-Apr-23,10-Jan-24,Production Technician I,MSC,Voluntarily Terminated,Part-Time,Zone C,Temporary,Retirement,Central baby moment benefit do.,Production       ,Shop (Fleet),22-08-1983,MA,Laborer,Female,14541,White,Divorced,Fully Meets,3
13-Feb-20,22-Apr-26,Production Technician I,WBL,Active,Contract,Zone A,Part-Time,Unk,Decide statement future ball.,Production       ,Field Operations,05-09-1974,MA,Vp,Female,46792,Other,Widowed,PIP,3
17-May-21,01-Aug-23,IT Support,PYZ,Active,Full-Time,Zone B,Part-Time,Voluntary,Her office place.,Executive Office,Field Operations,08-08-1987,MA,Labor,Male,13676,White,Divorced,Fully Meets,3
03-Oct-18,13-Mar-20,Production Technician I,CCDR,Leave of Absence,Full-Time,Zone B,Temporary,Resignation,Take nice into true side job.,Production       ,Field Operations,11-01-1980,MA,Billing,Female,12927,Black,Widowed,Fully Meets,3
01-Dec-19,23-May-28,Sr. Accountant,SVG,Active,Contract,Zone B,Full-Time,Unk,Weight join evidence oil father.,Production       ,General - Eng,22-11-1941,MA,Clerk,Male,70375,Hispanic,Married,Fully Meets,3
15-Nov-18,07-Jan-19,Production Technician II,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Artist technology ever body provide today doctor.,Admin Offices,Finance & Accounting,23-12-1956,MA,Foreman,Female,30823,Asian,Single,Fully Meets,3
02-Sep-21,16-Dec-24,Production Technician I,BPC,Active,Part-Time,Zone A,Part-Time,Unk,Program personal mean life source reach.,Production       ,Wireless,21-06-1944,MA,Locator,Male,84686,Other,Married,Fully Meets,3
10-Jul-19,14-Jul-21,Sr. Accountant,SVG,Active,Part-Time,Zone B,Temporary,Retirement,Here relationship possible purpose instead.,Production       ,Yard (Material Handling),15-06-1997,MA,Estimator,Female,3365,Asian,Widowed,Fully Meets,3
17-Jan-21,08-Oct-19,Production Technician I,PL,Active,Part-Time,Zone C,Temporary,Voluntary,Out always about must with ago here.,Production       ,Wireline Construction,10-03-1986,MA,Foreman,Female,8182,Hispanic,Married,PIP,1
